"company","stand","category","country"
"HUGO BECK MASCHINENBAU GMBH & CO. KG","C2-X16","PackagingTechAsia","GERMANY"
"HUIZHOU ZHONGZHIXING COLOR TECHNOLOGY CO., LTD","C3-AK82","ProcessingTechAsia","CHINA"
"HUSKY INJECTION MOLDING SYSTEMS (THAILAND) LTD.","C2-AF04","DrinkTechAsia","THAILAND"
"HUZHOU OCHEM CHEMICAL CO.,LTD","C3-AZ18","ProcessingTechAsia","CHINA"
"HYC (SINGAPORE), INC. PTE. LTD.","C2-Z35","PackagingSolutionsAsia","SINGAPORE"
"HYDRO THERMAL CORPORATION","C3-AL50","ProcessingTechAsia","USA"
"HYDROLOCK SAS","C3-AV43","ProcessingTechAsia","FRANCE"
"IBOYA PACKAGING CO., LTD. (IPCL)","C1-C58","Coding,Marking&LabellingAsia","CHINA"
"IBRAIN ADVANCE AND TECHNOLOGY CO., LTD.","C1-A39","PackagingSolutionsAsia","THAILAND"
"ICEGEN CORP","C1-F37","ProcessingTechAsia","CANADA"
"ICHINEN CHEMICALS CO.,LTD.","C1-K24","PackagingSolutionsAsia","CHINA"
"ICO SYSTEM INTERNATIONAL COATING GMBH","C1-AA23","PackagingTechAsia","GERMANY"
"IEP TECHNOLOGIES","C3-BA53","ProcessingTechAsia","SINGAPORE"
"IGUS MOTION PLASTICS (THAILAND) CO., LTD.","C1-R66","PackagingTechAsia","THAILAND"
"IGUS SINGAPORE PTE LTD","C1-R66","PackagingTechAsia","SINGAPORE"
"ILAPAK INTERNATIONAL","C2-AJ16","PackagingSolutionsAsia","SWITZERLAND"
"ILLIG PACKAGING SOLUTIONS GMBH","C1-J24","PackagingSolutionsAsia","GERMANY"
"IMA SPA UNIPERSONALE","C2-AJ16","PackagingSolutionsAsia","ITALY"
"INAMOKU CO.,LTD.","C3-AS66","ProcessingTechAsia","JAPAN"
"INDO STRAITS PVT. LTD","C1-A17","PackagingSolutionsAsia","INDIA"
"INGENIEURBUERO TOMASIC","C2-T20","PackagingSolutionsAsia","GERMANY"
"INGENIUM CO., LTD.","C3-AM16","ProcessingTechAsia","THAILAND"
"INKSTAR OFFICE APPLIANCE FACTORY OF TIANJIN (INDIVIDUALLY-OWNED)","C1-H12","PackagingSolutionsAsia","CHINA"
"INMATEC GASE TECHNOLOGY GMBH & CO. KG","C2-Y28","PackagingTechAsia","GERMANY"
"INNOVATE PACKAGING CO., LTD.","C1-J32, C2-W04","PackagingTechAsia","THAILAND"
"INNOVATIVE SHIELD RESOURCES SDN BHD","C1-E10","Coldchain,Logistics,Warehousing&FactoryAsia","MALAYSIA"
"INOXPA S.A.U.","C3-AL25","DrinkTechAsia","SPAIN"
"INSPIRE MACH CO., LTD.","C3-AM04","ProcessingTechAsia","THAILAND"
"INSTITUTE OF FIELD ROBOTICS KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI","C2-AH64","N/A","THAILAND"
"INSTRUMENT CONTROL CO., LTD.","C1-P83","PackagingTechAsia","THAILAND"
"INTECHKOREA CO., LTD.","C2-Z48","PackagingTechAsia","KOREA"
"INTEGRA CO.,LTD.","C3-AV66","ProcessingTechAsia","THAILAND"
"INTEGRAL MATERIAL PTE LTD","C2-Y70","PackagingTechAsia","SINGAPORE"
"INTER SIAM FOODS TRADING","C3-AQ66","ProcessingTechAsia","THAILAND"
"INTER SIAM FOODS TRADING CO., LTD.","C3-AQ66","ProcessingTechAsia","THAILAND"
"INTERNATIONAL STANDARD MACHINERY (SHANTOU) CO.,LTD","C3-AT82","ProcessingTechAsia","CHINA"
"INTERPUMP GROUP SPA","C3-AL25","DrinkTechAsia","ITALY"
"INTERPUMP PROCESS TECHNOLOGY","C3-AL25","DrinkTechAsia","ITALY"
"INTERROLL (THAILAND) CO., LTD.","C1-B04","Coldchain,Logistics,Warehousing&FactoryAsia","THAILAND"
"INTLPACK (SHANGHAI) INDUSTRIAL CO., LTD.","C3-AY16","ProcessingTechAsia","CHINA"
"INTLPAK ENTERPRISES CORPORATION","C1-Q28","PackagingTechAsia","TAIWAN"
"INTOP INTERNATIONAL EXHIBITION CO., LTD","","PackagingTechAsia","CHINA"
"INTRALOX (THAILAND) LTD.","C3-AL16","ProcessingTechAsia","THAILAND"
"INVOLVO WRAPPING SOLUTION AG","C2-X16","PackagingTechAsia","SWITZERLAND"
"IPP CATALOG PUBLICATIONS PVT. LTD.","C3-FY279","N/A","INDIA"
"ISHIDA (THAILAND) CO.,LTD.","C2-X04","PackagingTechAsia","THAILAND"
"ITO (THAILAND) LTD.","C2-AD82","PhamaTechAsia","THAILAND"
"ITOH DENKI","C3-AP83","ProcessingTechAsia","JAPAN"
"IWAI PLANT TECH (THAILAND) CO.,LTD.","C3-AP66","ProcessingTechAsia","THAILAND"
"IWK (THAILAND) LIMITED","C2-U04","PackagingTechAsia","THAILAND"
"J W INDUSTRIAL INSTRUMENTS PTY LTD","C1-B16","PackagingTechAsia","AUSTRALIA"
"J.C.P. INDUSTRIAL CO., LTD.","C1-AA14","Coldchain,Logistics,Warehousing&FactoryAsia","THAILAND"
"JAPAN PACKAGING MACHINERY MANUFACTURERS ASSOCIATION (JPMA)","C1-N54","PackagingTechAsia","JAPAN"
"JCMCO - JENN-CHIANG MACHINERY CO., LTD.","C1-D04","Coldchain,Logistics,Warehousing&FactoryAsia","TAIWAN"
"JCN CO., LTD.","C1-L32","PackagingSolutionsAsia","CHINA"
"JET (NANTONG) TRADING CO., LTD.","C3-AY20","ProcessingTechAsia","CHINA"
"JIANGMEN HUALONG MEMBRANE MATERIAL CO., LTD.","C1-B68","Digitalization","CHINA"
"JIANGMEN HUILONG PLASTICS MACHINERY CO., LTD.","C3-AR61","ProcessingTechAsia","CHINA"
"JIANGSU BOLAIKE REFRIGERATION SCIENCE AND TECHNOLOGY DEVELOPMENT CO., LTD","C3-AS84","ProcessingTechAsia","CHINA"
"JIANGSU HGLASER TECHNOLOGY CO.,LTD.","C1-K66","PackagingSolutionsAsia","CHINA"
"JIANGSU HUIHE PACKING MACHINERY CO., LTD.","C2-AC16","DrinkTechAsia","CHINA"
"JIANGSU NEWAMSTAR PACKAGING MACHINERY CO., LTD.","C2-AD16","DrinkTechAsia","CHINA"
"JIANGSU TESION PRINTING CO.,LTD","C2-V28","PackagingTechAsia","CHINA"
"JIANGSU XINMEIYUAN MACHINERY CO., LTD.","C3-AZ54","ProcessingTechAsia","CHINA"
"JIANGSU ZPACK MACHINERY CO.,LTD","C3-AZ29","ProcessingTechAsia","CHINA"
"JIANGWAIJIANG ( GUANGDONG INTERNATIONAL TRADE CENTER","C1-C49","N/A","CHINA"
"JIANGYIN CHANGJING XINDA PLASTIC FILM CO.,LTD","C1-AA34","Digitalization","CHINA"
"JIANGYIN SHAN DONG AUTOPACK","C1-AA34","Digitalization","CHINA"
"JIANGYIN SHUANGHUI PLASTIC PACKAGING CO., LTD.","C3-AZ46","ProcessingTechAsia","CHINA"
"JIEGANG TECHNOLOGY CO., LTD.","C3-AN83","ProcessingTechAsia","CHINA"
"JIHENGFENG PRECISION MACHINERY (SHANGHAI) CO., LTD","C2-AE16, C2-AF28, C2-AF42","DrinkTechAsia","CHINA"
"JINAN DAYI EXTRUSION MACHINERY CO., LTD","C1-AA45","Digitalization","CHINA"
"JINAN DG MACHINERY CO., LTD.","C3-AZ23","ProcessingTechAsia","CHINA"
"JINDING FOOD MACHINERY CO.,LTD","C3-AZ43","ProcessingTechAsia","CHINA"
"JINGFENG HOLDING LIMITED (NJF)","C2-AH54","DrinkTechAsia","HONG KONG"
"JINGYI PRINTING CO., LTD.","C2-Y67","PackagingTechAsia","CHINA"
"JINHEYUAN TRADING CO.,LTD.","C1-N49","PackagingTechAsia","CHINA"
"JOHN BEAN TECHNOLOGIES THAILAND LTD.","C3-AT54","ProcessingTechAsia","THAILAND"
"JOYEA CO., LTD","C1-M54","PackagingTechAsia","CHINA"
"JOYIWIN (HANGZHOU) TECHNOLOGY DEVELOPMENT CO., LTD.","C1-B05","Digitalization","CHINA"
"JOYO CO, LTD","C1-H28","PackagingSolutionsAsia","CHINA"
"JUMP GSC CO.,LTD","C2-Z63","PackagingTechAsia","CHINA"
"JW TECH CO., LTD.","C1-A15","Digitalization","THAILAND"
"JWELL PLATE&SHEET EQUIPMENT CO., LTD.","C3-AY48","ProcessingTechAsia","CHINA"
"KAIDA GROUP CO., LTD FJ","C2-S48","PackagingSolutionsAsia","CHINA"
"KAIFENG XINLI BOILER EQUIPMENT CO., LTD.","C3-AZ60","ProcessingTechAsia","CHINA"
"KAIQISI INTELLIGENT EQUIPMENT CO., LTD.","C1-C24","Coldchain,Logistics,Warehousing&FactoryAsia","CHINA"
"KAMPF GMBH","C1-H42","PackagingSolutionsAsia","GERMANY"
"KANCHAN METALS PVT LTD","C3-AP55","ProcessingTechAsia","INDIA"
"KANCHAN METALS PVT. LTD.","C3-AP55","ProcessingTechAsia","INDIA"
"KANGBEITE FOOD PACKAGING MACHINERY CO., LTD.","C1-M78","PackagingTechAsia","CHINA"
"KANGNAM CHEMICAL CO., LTD","C1-P48","PackagingTechAsia","KOREA"
"KANGNAM CHEMICAL CO., LTD.","C1-P48","PackagingTechAsia","KOREA"
"KAOWNA INDUSTRY & ENGINEERING CO., LTD.","C1-P66","PackagingTechAsia","THAILAND"
"KAOWNA INDUSTRY & ENGINEERING CO.,LTD.","C1-P66","PackagingTechAsia","THAILAND"
"KASETPHAND INDUSTRY CO.,LTD.","C3-AW42","ProcessingTechAsia","THAILAND"
"KATHA FOOD PHARMA SOLUTIONS","C3-AV47","PhamaTechAsia","INDIA"
"KAWAGUCHI SEIKI CO., LTD.","C3-AL08","ProcessingTechAsia","JAPAN"
"KAWAGUCHISEIKI CO.,LTD","C3-AL08","ProcessingTechAsia","JAPAN"
"KAWASHIMA PACKAGING MACHINERY LTD.","C1-P21","PackagingTechAsia","JAPAN"
"KAWATA MFG CO., LTD.","C3-AL13","ProcessingTechAsia","JAPAN"
"KENGIC INTELLIGENT (SINGAPORE) PTE. LTD.","C3-AV67","ProcessingTechAsia","SINGAPORE"
"KESHENG MACHINERY","C2-AG42","DrinkTechAsia","CHINA"
"KEY TECHNOLOGY","C2-AA16","PackagingTechAsia","NETHERLANDS"
"KEYENCE (THAILAND) CO., LTD.","C1-J42","PackagingSolutionsAsia","THAILAND"
"KEYWISE TECHNOLOGY CO. LTD.","C3-AU33","ProcessingTechAsia","CHINA"
"KGS GROUP CO., LTD.","C3-AR63","ProcessingTechAsia","THAILAND"
"KHS AG (THAILAND) LTD.","C2-AC04","DrinkTechAsia","THAILAND"
"KHS ASIA PTE LTD.","C2-AC04","DrinkTechAsia","SINGAPORE"
"KHS GMBH","C2-AC04","DrinkTechAsia","GERMANY"
"KIAN JOO CAN FACTORY BERHAD","C1-F09","Coding,Marking&LabellingAsia","MALAYSIA"
"KIEFEL GMBH","C2-T04","PackagingTechAsia","GERMANY"
"KINETIC ENGINEERING CO.,LTD.","C3-BA01","ProcessingTechAsia","THAILAND"
"KING MACHINE TECH CO., LTD.","C3-AY12","ProcessingTechAsia","CHINA"
"KING-MO MACHINERY CO., LTD","C2-AG42","DrinkTechAsia","CHINA"
"KLEANZ ASIA CO., LTD.","C3-AU82","ProcessingTechAsia","THAILAND"
"KOCH PAC-SYSTEME GMBH","C1-J16","PackagingTechAsia","GERMANY"
"KOCO GROUP LIMITED","C1-C51","Digitalization","HONG KONG"
"KOMACK (THAILAND) CO., LTD.","C1-P33","PackagingTechAsia","THAILAND"
"KOMACK CO., LTD.","C1-P33","PackagingTechAsia","JAPAN"
"KOMINE MACHINE CO.,LTD.","C3-AS66","ProcessingTechAsia","JAPAN"
"KOREA PACKAGING MACHINERY ASSOCIATION (KPMA)","C2-AA49","PackagingTechAsia","KOREA"
"KOWA INDUSTRY (THAILAND) CO., LTD.","C3-AL62","ProcessingTechAsia","THAILAND"
"KP GRATEFUL AND PRODUCTION CO.,LTD.","C3-AL54","PackagingTechAsia","THAILAND"
"KPT1993 CO., LTD.","C1-B25","Digitalization","THAILAND"
"KRONEN GMBH","C3-AN16","ProcessingTechAsia","GERMANY"
"KRONES (THAILAND) CO., LTD.","C2-AD04","DrinkTechAsia","THAILAND"
"KRONES AG","C2-AD04","DrinkTechAsia","GERMANY"
"KUNSHAN HONGKUAN MACHINERY TECHNOLOGY CO.,LTD.","C1-M62","PackagingTechAsia","CHINA"
"KUNSHAN QIANWEI MACHINERY & TECHNOLOGY  CO., LTD.","C1-C37","Digitalization","CHINA"
"KUNSHAN TSUBAKI MACHINERY CO., LTD.","C3-AZ44","ProcessingTechAsia","CHINA"
"KURARAY ASIA PACIFIC PTE. LTD.","C2-Y42","PackagingTechAsia","SINGAPORE"
"KURZ (THAILAND) LTD.","C1-K82","Coding,Marking&LabellingAsia","THAILAND"
"KW GLOBAL TECHNOLOGY (THAILAND) CO., LTD.","C3-AQ04","ProcessingTechAsia","THAILAND"
"KWANG DAH ENTERPRISE CO.,LTD.","C3-AT46","PhamaTechAsia","TAIWAN"
"KWP PERFECT CO. LTD","C3-AN24","ProcessingTechAsia","THAILAND"
"KYLSSEP DRAINAGE TECHNOLOGY (SHANGHAI) CO., LTD","C3-AM79","ProcessingTechAsia","CHINA"
"KYO EXH CONNECTIONS","C1-L54","PackagingTechAsia","MALAYSIA"
"KYOWA STAINLESS CO., LTD.","C3-AX42","ProcessingTechAsia","JAPAN"
"LABINDIA INSTRUMENTS","C3-AP78","ProcessingTechAsia","INDIA"
"LABTHINK SDN BHD","C1-N37","PackagingTechAsia","MALAYSIA"
"LABWAY ENGINEERING CO., LTD.","C2-AG82","DrinkTechAsia","THAILAND"
"LAFATECH CO., LTD.","C3-BA41","ProcessingTechAsia","THAILAND"
"LAGARDE AUTOCLAVES","C2-U78","ProcessingTechAsia","FRANCE"
"LANG LASER-SYSTEM GMBH","C1-H48","PackagingSolutionsAsia","GERMANY"
"LASER S.R.L.","C2-AJ09","PackagingSolutionsAsia","ITALY"
"LAST TECHNOLOGY S.R.L","C2-AC54","PhamaTechAsia","ITALY"
"LD PACKAGING (FOSHAN) CO., LTD","C1-L28","PackagingSolutionsAsia","CHINA"
"LEBAL AUTOMATION INTELLIGENCE CO., LTD.","C1-Q24","PackagingTechAsia","TAIWAN"
"LECHLER SPRAY TECHNOLOGY SDN BHD","C2-T61","PackagingTechAsia","MALAYSIA"
"LEEPACK CO., LTD.","C1-P42","PackagingTechAsia","KOREA"
"LEEPACK CO.,LTD","C3-AL50","ProcessingTechAsia","KOREA"
"LEIGONG INTELLIGENT EQUIPMENT CO.,LTD","C1-L83","PackagingTechAsia","CHINA"
"LEISTER INTERNATIONAL AG","C2-U50","PackagingTechAsia","SWITZERLAND"
"LEISTRITZ EXTRUSIONSTECHNIK GMBH","C2-U13","ProcessingTechAsia","GERMANY"
"LETONG ADVANCED MATERIALS& HIGH-TECH CO., LTD.","C3-AY33","ProcessingTechAsia","CHINA"
"LFA MACHINES TAIWAN LIMITED","C2-AC55","PhamaTechAsia","TAIWAN"
"LH BANK","C3-FY258","N/A","THAILAND"
"LIANGSHI INDUSTRIAL MATERIALS CO.LTD","C1-H10","Coding,Marking&LabellingAsia","CHINA"
"LIMITECH A/S","C3-AP33","ProcessingTechAsia","DENMARK"
"LINAPACK CO., LTD.","C2-W32","PackagingTechAsia","THAILAND"
"LINEMAKER ENGINEERING CO.,LTD","C3-AV42","ProcessingTechAsia","THAILAND"
"LINEVIEW SOLUTIONS LTD","C2-U80","DrinkTechAsia","UK"
"LINGCHENG PACKAGING (HUIZHOUSHI) CO., LTD","C1-C45","Digitalization","CHINA"
"LIOW SHYE ENTERPRISE CO., LTD.","C2-Y48B","PackagingTechAsia","TAIWAN"
"LM SPA","C2-AH48","PackagingTechAsia","ITALY"
"LOGOPAK SYSTEME GMBH & CO KG","C1-H25","Coding,Marking&LabellingAsia","GERMANY"
"LOGOS PACKAGING HOLDINGS LIMITED","C3-AU66","ProcessingTechAsia","THAILAND"
"LOHIA MECHATRONIK","C3-AZ57","PackagingTechAsia","INDIA"
"LONG HUI PACKAGING CO., LTD.","C1-AA20","PackagingSolutionsAsia","THAILAND"
"LONGZE MACHINERY CO., LTD","C1-L54","PackagingTechAsia","CHINA"
"LONTECH CO., LTD","C2-W42","PackagingTechAsia","JAPAN"
"LOUIS T. LEONOWENS","C1-A17","PackagingSolutionsAsia","THAILAND"
"LUBRIPLATE OF ASIA (TAIWAN) CO., LTD.","C1-R25","PackagingTechAsia","TAIWAN"
"LUCKY STAR WEAVING CO.,LTD.","C1-J62","PackagingSolutionsAsia","THAILAND"
"LUOBO MACHINERY CO.,LTD","C1-N79","PackagingTechAsia","CHINA"
"LUTHI MACHINERY COMPANY INC.","C2-AJ54","PackagingTechAsia","USA"
"LX PACKCAGING (HUIZHOU) CO., LTD.","C1-K54","PackagingSolutionsAsia","CHINA"
"M&E FITTING INTER SUPPLY LTD., PART","C2-AG50","DrinkTechAsia","THAILAND"
"MACCHI S.P.A.","C2-AK33","PackagingSolutionsAsia","ITALY"
"MACHILL GROUP","C2-AC78","PhamaTechAsia","THAILAND"
"MACHILL GROUP CO.,LTD.","C2-AC78","PhamaTechAsia","THAILAND"
"MAGNA INTERNATIONAL CO., LTD.","C1-A27","Digitalization","THAILAND"
"MAHATANEE INDUSTRIAL CO.,LTD.","C2-Z28","PackagingTechAsia","THAILAND"
"MAIKANG MECHANICAL AND ELECTRICAL TECHNOLOGY CO., LTD.","C1-M46","PackagingTechAsia","CHINA"
"MAKRO LABELLING S.R.L","C2-AG04","DrinkTechAsia","ITALY"
"MANIFATTURA TUBI GOMMA S.P.A.","C1-H23","PackagingSolutionsAsia","ITALY"
"MANSRUANG ENGINEERING CO.,LTD.","C2-V62","PackagingTechAsia","THAILAND"
"MARDEN EDWARDS LIMITED","C2-X16","PackagingTechAsia","UK"
"MARIANI S.P.A.","C2-AJ42","PackagingTechAsia","ITALY"
"MARKEM - IMAJE LTD.","C1-G28","Coding,Marking&LabellingAsia","THAILAND"
"MARKEM-IMAJE ASIA PACIFIC","C1-G28","Coding,Marking&LabellingAsia","SINGAPORE"
"MARKEM-IMAJE SDN BHD","C1-G28","Coding,Marking&LabellingAsia","MALAYSIA"
"MARPATECH SRL","C2-AH48","PackagingTechAsia","ITALY"
"MARTINI SRL","C2-X16","PackagingTechAsia","ITALY"
"MARUKA MACHINERY (THAILAND) CO., LTD.","C2-V67","PackagingTechAsia","THAILAND"
"MAS PACK SPA","C3-AL39","DrinkTechAsia","ITALY"
"MASCHINENFABRIK LASKA","C3-AR04","ProcessingTechAsia","AUSTRIA"
"MASDAC CO., LTD.","C3-AM07","ProcessingTechAsia","JAPAN"
"MASELLI ASIA PACIFIC","C1-B16","PackagingTechAsia","AUSTRALIA"
"MATHER & PLATT (ASIA) LTD.","C2-AG04","DrinkTechAsia","THAILAND"
"MATTHEWS MARKING SYSTEMS","C1-E16","Coding,Marking&LabellingAsia","MALAYSIA"
"MAUTING S. R. O.","C3-AR62","ProcessingTechAsia","CZECH REPUBLIC"
"MAWIN PLASTICS CO., LTD.","C1-AA19","PackagingSolutionsAsia","THAILAND"
"MAYEKAWA (THAILAND) CO., LTD.","C3-AS16","ProcessingTechAsia","THAILAND"
"MECHANICAL & FOOD PROCESS ENGINEERING CO.,LTD.","C3-AW28","ProcessingTechAsia","THAILAND"
"MEDIA MATTER CO.,LTD.","C1-AA53","N/A","THAILAND"
"MEDPAC COMPANY LIMITED","C2-AD54","PhamaTechAsia","THAILAND"
"MEILINGGE INTELLIGENT EQUIPMENT (SHENZHEN) CO., LTD.","C1-M66","PackagingTechAsia","CHINA"
"MEISEI CORPORATION","C2-W42","PackagingTechAsia","JAPAN"
"MENGXING PACKAGE MACHINERY CO., LTD","C1-A63","Digitalization","CHINA"
"MEPACO-APACHE STAINLESS","C1-F35","ProcessingTechAsia","USA"
"MESPACK","C2-AA16","PackagingTechAsia","SPAIN"
"MESURE MACHINERY CO., LTD","C2-V21","PackagingTechAsia","CHINA"
"METALQUIMIA, SAU - SEU SOCIAL","C3-AR04","ProcessingTechAsia","SPAIN"
"METROLOGY SOCIETY OF THAILAND (MST)","C3-AR54","N/A","THAILAND"
"METZ SPECIALTY MATERIALS PTY LTD","C1-C25","DrinkTechAsia","AUSTRALIA"
"MEYER SEALS ASIA LTD.","C1-K61","PackagingSolutionsAsia","THAILAND"
"MIDDLEBY FOOD PROCESSING","C3-AT04","ProcessingTechAsia","USA"
"MIDWEST FOOD TECHNOLOGY","C2-AJ63","DrinkTechAsia","INDIA"
"MIKASA (THAILAND) CO.,LTD.","C2-AH82","PackagingSolutionsAsia","THAILAND"
"MIKRO TECHNIK GMBH & CO. KG","C2-U25","ProcessingTechAsia","GERMANY"
"MILESTONES FOOD CO., LTD.","C3-AZ66","ProcessingTechAsia","THAILAND"
"MILKMAN MAKINE SAN. TIC. LTD. STI.","C3-AU58","ProcessingTechAsia","T?RK?YE"
"MILKYLAB SRL","C3-AP33","ProcessingTechAsia","ITALY"
"MINOX INTERNATIONAL GROUP BERHAD","C2-AJ78","DrinkTechAsia","MALAYSIA"
"MINOX VALVES & FITTINGS CO.,LTD.","C2-AJ78","DrinkTechAsia","THAILAND"
"MINOX VALVES & FITTINGS SDN BHD","C2-AJ78","DrinkTechAsia","MALAYSIA"
"MIRANDA AUTOMATION PVT LTD","C3-AZ61","ProcessingTechAsia","INDIA"
"MISUMI (THAILAND) CO., LTD.","C1-F42","Digitalization","THAILAND"
"MITSUBISHI CHEMICAL (THAILAND) CO., LTD.","C3-AU79","ProcessingTechAsia","THAILAND"
"MITSUBISHI GAS CHEMICAL SINGAPORE PTE LTD","C1-R84","PackagingTechAsia","SINGAPORE"
"MITSUHASHI CORPORATION","C1-P13","PackagingTechAsia","JAPAN"
"MIURA INDUSTRIES ( THAILAND ) CO.,LTD.","C1-K48","ProcessingTechAsia","THAILAND"
"MLT MICRO LASER TECHNOLOGY GMBH","C2-T16","PackagingSolutionsAsia","GERMANY"
"MOLYDUVAL GMBH","C3-AQ82","ProcessingTechAsia","GERMANY"
"MORCHEM","C1-G54","PackagingTechAsia","SPAIN"
"MOSCA ASIA PTE LTD","C3-AT62","ProcessingTechAsia","SINGAPORE"
"MOTION SOLUTION PTE LTD","C3-AN28","ProcessingTechAsia","SINGAPORE"
"MOTOVARIO AND SPAGGIARI GEAR MOTOR CO.,LTD.","C2-AE63","PhamaTechAsia","THAILAND"
"MOVACOLOR","C1-A23","PackagingSolutionsAsia","NETHERLANDS"
"MOVEX","C3-AP83","ProcessingTechAsia","ITALY"
"MPAC LANGEN","C1-K25","PackagingTechAsia","NETHERLANDS"
"M-PLUS TECH CO.,LTD.","C3-AW78","ProcessingTechAsia","THAILAND"
"MSE (THAILAND) LIMITED","C2-V62","PackagingTechAsia","THAILAND"
"MT FOOD SYSTEMS CO.,LTD.","C3-AW04","ProcessingTechAsia","THAILAND"
"MU JIA AUTOMATION TECHNOLOGY(SHANGHAI) CO.,LTD","C3-AR59","ProcessingTechAsia","CHINA"
"MULTIVAC CO.,LTD.","C3-AU04","ProcessingTechAsia","THAILAND"
"MUNG MUN CO., LTD.","C1-N46","PackagingTechAsia","THAILAND"
"MURATA MACHINERY, LTD.","C1-P55","PackagingTechAsia","JAPAN"
"N.R. INDUSTRIES CO., LTD.","C2-AE54","PhamaTechAsia","THAILAND"
"N.R. PACKAGING CO., LTD.","C2-AE54-1","PhamaTechAsia","THAILAND"
"NAGAIGIKEN(THAILAND)CO.,LTD.","C2-W42","PackagingTechAsia","THAILAND"
"NAGASAKI KIKI (THAILAND) CO., LTD.","C1-P04","PackagingTechAsia","THAILAND"
"NAGASE (THAILAND) CO.,LTD.","C2-W78","PackagingTechAsia","THAILAND"
"NAKANISHI MFG.CO., LTD.","C3-AX04","ProcessingTechAsia","JAPAN"
"NAKASHIMA SEISAKUSHO CO., LTD.","C1-P04","PackagingTechAsia","JAPAN"
"NANDEE INTER-TRADE CO.,LTD.","C2-W16-1","PackagingTechAsia","THAILAND"
"NANDEE-STRAPAC CO., LTD.","C2-W16","PackagingTechAsia","THAILAND"
"NANJING F&P PACKAGING MACHINERY CO.,LTD.","C1-Q54","PackagingTechAsia","CHINA"
"NANJING GRANDPAK MACHINERY CO., LTD.","C3-AK04","ProcessingTechAsia","CHINA"
"NANJING OIL-FREE COMPRESSOR CO.,LTD","C2-AE16, C2-AF28, C2-AF42","DrinkTechAsia","CHINA"
"NANJING SHANGAIR MACHINERY MANUFACTURING CO.,LTD","C2-AB78","DrinkTechAsia","CHINA"
"NANTONG CITY JIAMING PRINTING & PACKING MACHINERY CO.,LTD.","C1-AA47","PackagingTechAsia","CHINA"
"NANTSUNE CO.,LTD.","C2-Y04","PackagingTechAsia","JAPAN"
"NANXIN PRINT & PACKAGING CO.,LTD.","C1-N47","PackagingTechAsia","CHINA"
"NAVATTA GROUP FOOD PROCESSING SRL","C3-AK44","ProcessingTechAsia","ITALY"
"NC BAKERY EQUIPMENT CO.,LTD.","C1-P59","ProcessingTechAsia","THAILAND"
"NCR GROUP","C1-P37","PackagingTechAsia","THAILAND"
"ND ELECTRIC CO.,LTD.","C3-AR66","PackagingTechAsia","THAILAND"
"NELDEN INDUSTRY SRL.","C2-AG50","DrinkTechAsia","ITALY"
"NEOSTARPACK","C3-AP78","ProcessingTechAsia","TAIWAN"
"NETFILL S.R.L","C2-X16","PackagingTechAsia","ITALY"
"NETZSCH (THAILAND) LIMITED","C3-AV78","ProcessingTechAsia","THAILAND"
"NEUHAUS NEOTEC MASCHINEN- UND ANLAGENBAU GMBH","C3-AV61","ProcessingTechAsia","GERMANY"
"NEUMAN & ESSER SOUTH EAST ASIA LTD.","C1-A32","Digitalization","THAILAND"
"NEUVA TECHNOLOGIES PTE LTD","C2-Y24","PackagingTechAsia","SINGAPORE"
"NEW TECH LUBES ASIA CO.,LTD.","C3-BA09","ProcessingTechAsia","THAILAND"
"NEWDO MACHINE CO.,LTD.","C2-V25","PackagingTechAsia","CHINA"
"NEWGATE CO., LTD.","C1-E84","PackagingSolutionsAsia","THAILAND"
"NEWLONG (THAILAND) LTD.","C2-U54","PackagingTechAsia","THAILAND"
"NEWSON GALE","C3-BA53","ProcessingTechAsia","SINGAPORE"
"NEWTON FOOD EQUIPMENT CO., LTD.","C3-AX66","ProcessingTechAsia","THAILAND"
"NEXBIO (THAILAND) CO., LTD.","C1-N58","Lab&TestAsia","THAILAND"
"NICHIBAN (THAILAND) CO., LTD.","C1-A37","Digitalization","THAILAND"
"NIKKA DENSOK LIMITED","C1-N16","PackagingTechAsia","JAPAN"
"NIMCO CORPORATION","C1-E36","PackagingSolutionsAsia","USA"
"NINGBO CHANGRONG BREWING  EQUIPMENT CO., LTD.","C2-AC28","DrinkTechAsia","CHINA"
"NIPPON POLYSTAR CO., LTD.","C1-P37","PackagingTechAsia","JAPAN"
"NIPPON SANSO HOLDINGS SINGAPORE","C3-AW62","ProcessingTechAsia","SINGAPORE"
"NISHIBE KIKAI CO., LTD.","C2-W42","PackagingTechAsia","JAPAN"
"NISHIMURA MACHINE WORKS CO., LTD.","C3-AX42","ProcessingTechAsia","JAPAN"
"NISHIMURA POWDER ENGINEERING (THAILAND) CO., LTD.","C3-AX42","ProcessingTechAsia","THAILAND"
"NISSAN KIKO CO., LTD.","C1-N12","PackagingTechAsia","JAPAN"
"NISSEI ASB (THAILAND) CO., LTD.","C1-AA22","Digitalization","THAILAND"
"NISSEI ASB PTE. LTD.","C1-AA22","Digitalization","SINGAPORE"
"NIVERPLAST B.V.","C2-AC17","PackagingTechAsia","NETHERLANDS"
"NIXMA TECHNOLOGY CO., LTD.","C1-J04","PackagingSolutionsAsia","THAILAND"
"NODA(THAILAND)CO.,LTD","C2-W42","PackagingTechAsia","THAILAND"
