url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Brands,Contact Person,Position,Office Address,Country / Region,Annual Turnover
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lock-Up-Timepiece-Limited/1X0A4XUF?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,2017.0,"Jewellery & Watch, Watches & Clocks","Middle East, North America",6 - 10 ODM OEM Diver Watch SS Case Workshop,,Mr Thomson Yam,Marketing Directorr,"Unit A&D, 24/F, Golden Bear Industrial Centre 66-83 Chai Wan Kok St, Tsuen Wan, NT, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/LUXPACK-MFG-LTD/1X07PUQS?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,"Jewellery & Watch, Packaging & Displaying Materials, Watches & Clocks ODM OEM",,,,Mr Conald Lam,Director,13/F Wah Yuen Building 149 Queen's Road Central Hong Kong,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mastermind-Manufacture-Ltd/1X082L63?fairCode=hkwatchfair&locale=en,"Exporter, Importer, Manufacturer, Service Company",Hong Kong,2013.0,"Bags, Handbags & Accessories, Beauty Supplies, Clothing/ Garments, Consumer Electronics, Costume & Fashion Jewellery, Decoration & Crafts, Eyewear & Accessories, Fashion Accessories, Fine Jewellery, Furniture & Parts, Gifts / Souvenirs, Hardwares (Tools & Parts), Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Jewellery & Watch, Jewellery Parts & Tools, Office Equipment, Optical Equipment, Packaging & Displaying Materials, Personal Care, Printing & Packaging Equipment, Shoes & Accessories, Stationery, Telecommunication, Watches & Clocks, Wedding Gifts & Accessories",Worldwide,16 - 25,,Mr Derek Put,Sales Director,1720 Star House 3 Salisbury Road Tsim sha Tsui Kowloon,Hong Kong,"US$ 10,000,000 - 49,999,999 ODM OEM View details Factories & Facilities Research & Development Quality Control"
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/New-Hing-Yip-Watchstraps-Mfg-Limited/1X0AG5WP?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2018.0,"Jewellery & Watch, Watches & Clocks",Worldwide,11 - 15,,Mr Chris Wong,Managing Director,"Room 1702, 17/F, Western Centre, 48 Des Voeux Road West, Sai Ying Pun, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Parture-Gift-International-Limited/1S00NVGDH?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2018.0,"Homeware & Lifestyle Essentials, Packaging & Displaying Materials, Paper Packaging, Watches & Clocks","Japan, North America, Western Europe",51 - 100 View details Factories & Facilities Quality Control,,Mr VINCENT TANG,DIRECTOR,"FLAT H1, 9/FLOOR, STAGE 2, WAH FUNG IND CTR, 33-39 KWAI FUNG CRESCENT, KWAI CHUNG, N.T. ,",Hong Kong,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Super-Time-HongKong-Industrial-Co-Limited/1X07FNCR?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1992.0,"Jewellery & Watch, Watches & Clocks",Middle East,101 - 200,TOPHILL SUPERUS SWISSROYAL UMAX ODM OEM,Ms Grace Yu,Merchandiser,"Flat 801-2, 8/F, Easey Commercial Bldg, 253-261 Hennessy Rd, Wanchai, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vigor-Straps-Ltd/1X00J1X0?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1988.0,"Jewellery & Watch, Watches & Clocks","Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, Korea, North America, Southeast Asia, Western Europe",201 - 500,,Mr Tony Lai,Marketing Manager,"Flat A2, 10/F., Blk A, Texaco Road Industrial Centre, 256 Texaco Road, Tsuen Wan, New Territories, Hong Kong.",Hong Kong,"US$ 1,000,000 - 4,999,999 ODM OEM View details Factories & Facilities"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wellgain-Int-l-Ind-l-Ltd/1X057AIO?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,"Consumer Electronics, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Jewellery & Watch, Watches & Clocks",Worldwide,26 - 50,"Wellgain, CAREVIS, TAI99-Pro ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001 - - - View details Factories & Facilities",Mr Jeff Chan,Marketing Manager,"Unit 1102, 11/F, Sunbeam Centre, 27 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wing-Fung-Mfg-Co-Ltd/1X00J26O?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,2001.0,"Jewellery & Watch, Watches & Clocks","Central & South America, Japan, North America, Taiwan, Western Europe, Worldwide",201 - 500 ODM OEM,,Ms Shirley Sit,Sales Manager,"Room 12, 7/F, Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",Hong Kong,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aurubis-metal-products-Shanghai-Co-Ltd/1S00P3PMH?fairCode=hkwatchfair&locale=en,Manufacturer,"Shanghai Shi, Shanghai, Chinese Mainland",,"Metal & Metallurgy Machinery, Watches & Clocks",Chinese Mainland,,"Aurubis RoHS, REACH regulation High precision Lead Free EU Standard Brand Copper&Brass Strip Brass Bar",Mr Jacky Xia,,"Unit20 Floor16, Lande Dongting Building No.319 Middle Zhenghe Road Taicang City China",Chinese Mainland,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Jiali-Electronic-Co-Ltd/1X04TXDW?fairCode=hkwatchfair&locale=en,Manufacturer,"Zhangzhou, Fujian, Chinese Mainland",1993.0,"Jewellery & Watch, Watches & Clocks",Worldwide ODM OEM,,,Mr - Lam,,"Beixing Industrial Park Zhanghua Road Zhangzhou Fujian, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Genuine-International-Co-Ltd/1S00NTHYP?fairCode=hkwatchfair&locale=en,"Distributor, Export Agent, Exporter, Manufacturer","Taoyuan City, Taiwan",2009.0,"Consumer Electronics, Gifts / Souvenirs, Watches & Clocks","Chinese Mainland, Hong Kong, Taiwan",6 - 10,LIMES、COSIMA,Mr David Jui-Ding Tsai,,"5F.,No.71, Park Rd Bade Dist Taoyuan City 334, Taiwan",Taiwan,"US$ < 50,000"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GuangDong-Pearl-Clock-Watch-Co-Ltd-/1S00PCTUP?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,Watches & Clocks,,,,Zhongqi Tang,Manager,"North Industrial Avenue, Wuhua Economic Development Zone, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Hengbaoluo-Technology-Co-Ltd/1S00ORJUZ?fairCode=hkwatchfair&locale=en,"Manufacturer, Wholesaler","Guangzhou, Guangdong, Chinese Mainland",,Watches & Clocks Certificate Name Issued By Certificate Type Valid Date Certificate of registration of the work Guizhou Provincial Copyright Office Others 04 Aug 2025 - (N/A) Certificate of Design Patent State Intellectual Property Office Patent 10 May 2024 - (N/A) Certificate of Design Patent State Intellectual Property Office Patent 30 Jul 2024 - (N/A) Certificate of Design Patent State Intellectual Property Office Patent 15 Dec 2023 - (N/A),,,,Mr Lin Yuan Zheng,manager,"Room 406, Room 2-1, Xiaogang Qifu Erheng Road, Yuncheng Street, Baiyun District, Guangzhou City, Guangdong Provinc China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Huaxin-Color-Printing-Co-Ltd/1S00OFGNN?fairCode=hkwatchfair&locale=en,Manufacturer,"Guangzhou, Guangdong, Chinese Mainland",1994.0,"Packaging & Displaying Materials, Watches & Clocks","Australasia, Central & South America, Eastern Europe, Middle East, North America, Western Europe, Worldwide",101 - 200,HUAXIN Accept Customized Order Offer OEM&ODM Service Customize Watch Boxes Customize Watch Displays Customize Jewelry Boxes Customize Jewelry Displays Customize Paper Bags Customize Perfume Boxes Certificate Name Issued By Certificate Type Valid Date IS09001 HKUST CERTIFICATION CENTRE ISO 9001 17 Oct 2022 - 16 Oct 2025 View details Factories & Facilities Research & Development Quality Control,Ms Doris Chen,Sales Manager,"6/F,A3 Bldg, Xiheyiwei, Nanpu, Panyu District,",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Raymons-Import-Export-Co-Ltd-/1S00OAL9O?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,"Gifts / Souvenirs, Homeware & Lifestyle Essentials, Jewellery & Watch, Watches & Clocks",,,,Ms Catherine GU,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Shisuo-Limited/1S00OPTJM?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,Watches & Clocks,,,,Selina -,Sales Manager,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JMK-Watch-Band-Co-Ltd/1S00ORCBR?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer, Wholesaler","Guangzhou, Guangdong, Chinese Mainland",1992.0,Watches & Clocks,"Central & South America, Hong Kong, Middle East, North America, Other Asian Countries, Southeast Asia, Western Europe, Worldwide",101 - 200,JMK watch strap Watch bands Certificate Name Issued By Certificate Type Valid Date Certificate ofPatent for Design The Patent Law of the People's Republic of China Others 17 Dec 2024 - (N/A) View details Factories & Facilities Research & Development Quality Control,Miss Shu Wen Deng,,"th Floor, Unit 508, Jinyue Plaza, Jinsa Zhou, Baiyun District, Guangzhou City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiahao-Watch-Techology-Co-Ltd/1S00ORCLX?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",2005.0,Watches & Clocks,"Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",501 - 1000,JH1668,Mr Kris Wu,Manger,"1st floor, Building 16, Zhongnan High-tech, Banfu Intelligent Equipment Manufacturing Project, No. 3 Zhike Road, Banfu Town, Zhongshan City, Mainland China",Chinese Mainland,"US$ 5,000,000 - 9,999,999"
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Renata-Sa/1X03RKLR?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Switzerland,1952.0,"Consumer Electronics, Furniture & Parts, Jewellery & Watch, Parts, Components & Electrical Supplies, Watches & Clocks",Worldwide,201 - 500,Renata Certificate Name Issued By Certificate Type Valid Date ISO 9001:2008 Certificate and ISO 14001:2004 Certificate - - -,Cragnolini Daniel,Key Account Manager,"Kreuzenstrasse 30, 4452 Itingen, Switzerland",Switzerland,"US$ 50,000,000 - 99,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Baiweizhen-Watch-Clock-Company-Limited/1X0854L3?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2011.0,"Jewellery & Watch, Watches & Clocks","Australasia, Chinese Mainland, Eastern Europe, Middle East, North America, Southeast Asia, Western Europe, Worldwide",51 - 100,theta ODM OEM silicone watch children quartz watch fashion women wrist watch top quality stainless steel quartz watch promotional gift watch men sports watch stone watches pocket watch,Ms Bingo Yang,sales,"7F No.7 Lane 1, North District of Dongshan, Gushuyi Road, Bao'An District, Shenzhen, Guangdong, China",Chinese Mainland,"US$ 500,000 - 999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-YIXINCHAOYUAN-PRECISION-PRODUCTS-CO-LTD/1S00P4A3H?fairCode=hkwatchfair&locale=en,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",,,,,,Miss Nandou Sha,,"103, Building B Huafengzhigu Fuhai Science and Technology Industrial Park Baoan district, Shenzhen, Guangdong China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Axgero-Watch-Co-Ltd-/1X09RBJK?fairCode=hkwatchfair&locale=en,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",,"Jewellery & Watch, Watches & Clocks ODM OEM",,,,Ms Ima Bao,,"6/F, Plant A3, Anle Industrial Park, Hangcheng Avenue, GuShu, Xixiang Street, BaoAn District, Shenzhen, Guangdong 518102, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Oubo-Watch-Industry-Co-Ltd/1S00OFIPF?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,Watches & Clocks,,,,Haomin Lee,,"8th Floor, Block B, Fuhai Tongxin Technology Build Bao'an District, Shenzhen, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Senjing-Clock-Watch-Co-Ltd/1X0A5BPE?fairCode=hkwatchfair&locale=en,"Distributor, Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2005.0,Watches & Clocks,"Central & South America, Eastern Europe, Middle East, North America, Southeast Asia, Worldwide",51 - 100 ODM OEM Certificate Name Issued By Certificate Type Valid Date CE - - - RoHS - - - FSC - FSC -,,Miss Alice Chen,,518000中國廣東省深圳市寶安 區西鄉固戌一路355號工業區4樓,Chinese Mainland,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Finenow-Watch-Clock-Ltd-/1S00OFALZ?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,Watches & Clocks,,,,Xiuling Chen,,"OFFICE BUILDING, NO.1403, JIULONG ROAD, LONGWEN DISTRICT, ZHANGZHOU, FUJIAN, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Santai-Timepiece-Co-Ltd/1X04PGN1?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer","Zhangzhou, Fujian, Chinese Mainland",1992.0,"Jewellery & Watch, Watches & Clocks","Other Asian Countries, Southeast Asia",,,Miss Mei Ling Tong,,"Lantian Industrial Zone, Zhangzhou, Fujian, Fujian, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Tongyuan-Electronic-Co-Ltd/1X07IDV2?fairCode=hkwatchfair&locale=en,Manufacturer,"Zhangzhou, Fujian, Chinese Mainland",1991.0,"Consumer Electronics, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Watches & Clocks","Australasia, Central & South America, Japan, Korea, North America, Southeast Asia, Western Europe",101 - 200,"VIRTUE, MAYTIME, LULU ODM OEM Certificate Name Issued By Certificate Type Valid Date Zhangzhou Tongyuan Electronics CO, Ltd. - - -",Mr Benjamin Zhang,sales,"No.6 Jinling Road, Jinfeng Industry Zone, Zhangzhou, Fujian, China",Chinese Mainland,"US$ 10,000,000 - 49,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Youstar-Watch-Clock-Co-Ltd/1S00OE1X8?fairCode=hkwatchfair&locale=en,"Mail Order Co., Manufacturer, Retailer, Wholesaler","Zhangzhou, Fujian, Chinese Mainland",2023.0,"Consumer Electronics, Fine Jewellery, Gift Sets, Gifts / Souvenirs, Sports Supplies, Stationery, Watches & Clocks","Africa, Central & South America, Eastern Europe, Scandinavia, Western Europe",16 - 25,Ustar Retail Watch Customized design RoHS & CE Watch Maker,Mr Barry Liao,Co-Founder,"2nd floor,1015, BeiXing Industry Park, Zhangzhou 363000,Fujian Province China",Chinese Mainland,"US$ 1,000,000 - 4,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Focus-Watch-Industries-Co-Ltd/1S00OMW2Y?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,Watches & Clocks,,,,Mr Bruce Lee,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Action-Wise-International-Limited/1X08NX90?fairCode=hkwatchfair&locale=en,"Distributor, Manufacturer",Hong Kong,,"Jewellery & Watch, Watches & Clocks",Worldwide ODM OEM View details Factories & Facilities Research & Development Quality Control,,,Mr Cindy kwan,Director,"Room D1, 9/F, Mai Shun Industrial Building 18-24 Kwai Cheong Road Hong Kong SAR",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Apex-Diamonds/1X00A3CF?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1991.0,"Jewellery & Watch, Watches & Clocks","Central & South America, Eastern Europe, Middle East, North America, Scandinavia, Western Europe, Worldwide ODM OEM",,,Mr Shah Shah,Manager,"Rm 1505, Peninsula Square, 18 Sung On St, Hung Hom, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BAOZUAN-HK-LIMITED/1S00OG7YZ?fairCode=hkwatchfair&locale=en,,Hong Kong,,Loose Stones & Raw Materials,,,,jianqiang guo,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Plateau-Consultant-Services-Company/1S00O3AI8?fairCode=hkwatchfair&locale=en,,Hong Kong,,,,,,Miss Cindy Luo,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bombay-Diamonds/1X00IXAZ?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,,"Jewellery & Watch, Loose Stones & Raw Materials, Watches & Clocks",Worldwide ODM OEM,,,Mr Mr. Rajiv Jain Jian,Director,"Unit 1505, Multifield Plaza, 3-7A Prat Avenue, Tsimshatsui, Kln., Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Charmy-Asia-Ltd/1X08YK66?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Jewellery Parts & Tools, Watches & Clocks Certificate Name Issued By Certificate Type Valid Date Certificate of Registration Trade Marks Registry Intellectual Property Department Others 01 Nov 2015 - 20 Sep 2029 Certificate of Membership of The Federation of HK Watch Trades and Industries Ltd The Federation of Hong Kong Watch Trades and Industries Limited Others 22 Sep 2025 - (N/A)",,,,Mr Albert Wai-Chi Yau,Director,"Room 803, Enterprise Square Phase 1, Tower 3, 9 Sheung Yuet Road, Kowloon Bay, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/France-Affany-Limited/1X0AUNSB?fairCode=hkwatchfair&locale=en,,Hong Kong,,"Jewellery & Watch, Watches & Clocks",,,,Wencheng Chen,Manager,"Rm. 2914, 29/F, Ho King Comm Ctr, 2-16 Fa Yuen St, Mongkok, Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Galaxy-Time-International-Ltd/1X00I7F0?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,,,,,,Mr Kin Keung Yu,Director,"Rm.B, 9/F, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories, Hong Kong.",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hebest-Jewelry-HK-Company-Limited/1S00O8TYD?fairCode=hkwatchfair&locale=en,,Hong Kong,,Costume & Fashion Jewellery,,,,Ching Han Lai,Operation Officer,"Unit C, 21/F, CNT Twr, 338 Hennessy Rd, Wan Chai, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Scottie-Watch-Limited/1S00OXXGR?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr Yu LAI,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hongkong-Utime-Watch-Co-Ltd/1X0AUNQD?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2015.0,"Jewellery & Watch, Watches & Clocks","Eastern Europe, Middle East, North America, Southeast Asia, Western Europe",51 - 100,Eros Valentine 925 silver watch specialist Steel watch specialist Brass professional Bronze dive watch specialist Titanium watch specialist Rohs & Reach compliance Direct factory 3500 square m2 Reasonable price good quality View details Factories & Facilities Research & Development Quality Control,Mr Darren Qi,Director,"Unit D, 16/F, One Capital Place, 18 Luard Rd, Wan Chai, Hong Kong",Hong Kong,"US$ 10,000,000 - 49,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JP-Time-Co-Limited/1S00ON3TI?fairCode=hkwatchfair&locale=en,,Hong Kong,,Watches & Clocks,,,,jack wang,,FLAT/RM 1512 15/F LUCKY CENTER NO 165-171 WAN CHAI,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lai-Tai-Gift-Limited/1X0AG5ST?fairCode=hkwatchfair&locale=en,,Hong Kong,,"Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials, Watches & Clocks",,,,Dola Zheng,,"Unit 1602, Beverley Commercial Ctr, 87-105 Chatham Rd South, Tsimshatsui, Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maxtime-Industrial-Ltd/1X00GKEY?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,"Jewellery & Watch, Watches & Clocks",,,,Mr Peter Cheng,General Manager,"Room 2109-11, 21/F, Hong Kong Plaza, 188 Connaught Road West, Sai Ying Pun, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ming-s-Hardware-Co-Ltd/1X08G3N4?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2012.0,"Consumer Electronics, Industrial Machinery, Parts & Raw Materials, Jewellery & Watch, Parts, Components & Electrical Supplies, Scientific, Testing & Laboratory Equipments, Testing Equipment","Chinese Mainland, Hong Kong, Japan, Southeast Asia, Taiwan, Worldwide",51 - 100,,Mr Raymond Ho,General Manager,"Flat H, 13/F, Selwyn Factory Building, 404 Kwun Tong Road, Kwun Tong, Kowloon, Hong Kong",Hong Kong,"US$ 5,000,000 - 9,999,999 ODM OEM"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PTS-RESOURCES-LTD/1X00J06U?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1988.0,"Jewellery & Watch, Watches & Clocks","Korea, North America, Taiwan, Western Europe",26 - 50,,Mr Edmond Ho,,"Unit 1, 11/F, Tower 1 Harbour Ctr 1 Hok Cheung St, Hunghom Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PAIDEL-WATCH-COMPANY-LIMITED/1S00OCSRZ?fairCode=hkwatchfair&locale=en,,Hong Kong,,Watches & Clocks,,,,Ms Jessie Xu,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ritzy-Group-Limited/1S00P0I0I?fairCode=hkwatchfair&locale=en,,Hong Kong,,,,,,Ms Cherry Chi,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hongkong-Daochun-Industrial-Co-Limited/1X09QNAT?fairCode=hkwatchfair&locale=en,,Hong Kong,,"Jewellery & Watch, Watches & Clocks",,,,XIAN YUAN SHI,Manager,"Room1508,15/F.,Office Tower,Grand Plaza,625 Nathan Road,Kowloon,HongKong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sang-Tat-Industrial-Limited/1X0A4XVE?fairCode=hkwatchfair&locale=en,,Hong Kong,,"Jewellery & Watch, Watches & Clocks",,,,Hei Lap Lau,General Manager,"Workshop B, 4/F, Hop Hing Ind'l Bldg, 704 Castle Peak Rd, Lai Chi Kok, Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Simitta-International-Trading-limited/1S00OFO9L?fairCode=hkwatchfair&locale=en,,Hong Kong,,,,,,Xia Li,manager,"Unit 2, 29/F, Ho King Comm Ctr, 2-16 Fa Yuen St, Mong Kok, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/WIL-International-Limited/1X0AG5NY?fairCode=hkwatchfair&locale=en,,Hong Kong,,"Jewellery & Watch, Packaging & Displaying Materials, Watches & Clocks",,,,Wilson Tang,,"Unit 4, 8/F, Witty Comm Bldg, 1A-1L Tung Choi St, Mong Kok, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Watch-CataVlog-Production/1S00P52DV?fairCode=hkwatchfair&locale=en,,Hong Kong,,,,,,Ciff Luk,Founder,"Flat/RM 4510 BLK 2 45/F, METROPLAZA, NO 223 HING FONG ROAD, KWAI CHUNG",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongjun-Trading-Hong-Kong-Co-Limited/1S00OR1SN?fairCode=hkwatchfair&locale=en,,Hong Kong,,"Jewellery & Watch, Watches & Clocks",,,,Janice Wong,sales manager,"Unit 8, 15/F, Two Grand Twr, Grand Twr, 625 Nathan Rd, Mong Kok, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DONGGUAN-WISDOM-TECH-Co-LTD/1S00OA2Y4?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr hongbo hwang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Discoversources-Shenzhen-Enterprise-Services-Co-Ltd/1S00OLXB6?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Yiqi Chen,,"Room 4301, Block B, Shenfang Square, Renmin South Road, Luoh, Guangdong, Shenzhen, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Chartered-Watch-Company-Limited/1S00P5VIN?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Ms qiaoxuan mai,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Chunyang-Vacuum-Technology-Co-Ltd/1S00OJBAV?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr Chun Li,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Taiding-Watch-Co-Ltd-/1S00OWLNI?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr Yuan Mr,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguang-changhe-electronic-hardware-co-ltd-/1S00OZE9V?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr Hui Ma,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Gedi-Watch-Co-Ltd-/1S00P5X8F?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,li zhu,,"One of No.4 Shatougang Street,CaochangCommunity, Lishui Town, Guangzhou, Guangdong, China",Chinese Mainland,
