company_name,description,exhibit loc,url,full_url
Changzhou Yanjiang Xinye Vehicle Parts Factory,,"B2, C122",/beijing/en/exhibitor-search.detail.html/changzhou-yanjiang-xinye-vehicle-parts-factory.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-yanjiang-xinye-vehicle-parts-factory.html#exhibitorheadline
Changzhou Yanwei Electric Appliance Factory,,"B2, G106",/beijing/en/exhibitor-search.detail.html/changzhou-yanwei-electric-appliance-factory.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-yanwei-electric-appliance-factory.html#exhibitorheadline
Changzhou Zhongkai Vehicle Parts Co.Ltd,,"B2, H46",/beijing/en/exhibitor-search.detail.html/changzhou-zhongkai-vehicle-parts-coltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-zhongkai-vehicle-parts-coltd.html#exhibitorheadline
"Chejie Qian Jiao Culture media Co.,LTD",,"B1, M01",/beijing/en/exhibitor-search.detail.html/chejie-qian-jiao-culture-media-coltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/chejie-qian-jiao-culture-media-coltd.html#exhibitorheadline
China Auto Supplier,,"B1, M04",/beijing/en/exhibitor-search.detail.html/china-auto-supplier.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/china-auto-supplier.html#exhibitorheadline
"China National Machinery Industry International Co., Ltd.",,,/beijing/en/exhibitor-search.detail.html/china-national-machinery-industry-international-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/china-national-machinery-industry-international-co-ltd.html#exhibitorheadline
Chinaway Auto Parts (Shanghai) Shares Co Ltd,,"B3, F14",/beijing/en/exhibitor-search.detail.html/chinaway-auto-parts-shanghai-shares-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/chinaway-auto-parts-shanghai-shares-co-ltd.html#exhibitorheadline
Chuzhou Shunyao Machinery Co Ltd,,"B3, H46",/beijing/en/exhibitor-search.detail.html/chuzhou-shunyao-machinery-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/chuzhou-shunyao-machinery-co-ltd.html#exhibitorheadline
Chuzhou Yunlin Digital Imaging Supplies Co Ltd,,"B2, D90",/beijing/en/exhibitor-search.detail.html/chuzhou-yunlin-digital-imaging-supplies-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/chuzhou-yunlin-digital-imaging-supplies-co-ltd.html#exhibitorheadline
Commercial Vehicle Service Network,,"B1, M03",/beijing/en/exhibitor-search.detail.html/commercial-vehicle-service-network.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/commercial-vehicle-service-network.html#exhibitorheadline
Corwei (Yingkou) Industrial Co Ltd,,"B1, D01",/beijing/en/exhibitor-search.detail.html/corwei-yingkou-industrial-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/corwei-yingkou-industrial-co-ltd.html#exhibitorheadline
COSBER Technology Co Ltd,,"B2, D23",/beijing/en/exhibitor-search.detail.html/cosber-technology-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/cosber-technology-co-ltd.html#exhibitorheadline
Cubic Instruments (Wuhan) Ltd,,"B2, C60",/beijing/en/exhibitor-search.detail.html/cubic-instruments-wuhan-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/cubic-instruments-wuhan-ltd.html#exhibitorheadline
Danyang Carest Parts Co Ltd,,"B3, A122",/beijing/en/exhibitor-search.detail.html/danyang-carest-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-carest-parts-co-ltd.html#exhibitorheadline
Danyang Chuangli Automobile Parts Co Ltd,,"B2, B117",/beijing/en/exhibitor-search.detail.html/danyang-chuangli-automobile-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-chuangli-automobile-parts-co-ltd.html#exhibitorheadline
Danyang Desheng Auto Parts Co Ltd,,"B2, D108",/beijing/en/exhibitor-search.detail.html/danyang-desheng-auto-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-desheng-auto-parts-co-ltd.html#exhibitorheadline
Danyang Gongshen Auto Parts Co Ltd,,"B2, A10",/beijing/en/exhibitor-search.detail.html/danyang-gongshen-auto-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-gongshen-auto-parts-co-ltd.html#exhibitorheadline
Danyang Hanhe Auto Parts Technology Co Ltd,,"B2, F117",/beijing/en/exhibitor-search.detail.html/danyang-hanhe-auto-parts-technology-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-hanhe-auto-parts-technology-co-ltd.html#exhibitorheadline
DANYANG LI CHENG AUTO PARTS CO LTD,,"B2, G99",/beijing/en/exhibitor-search.detail.html/danyang-li-cheng-auto-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-li-cheng-auto-parts-co-ltd.html#exhibitorheadline
Danyang Lubaitong Automotive Parts Co Ltd,,"B2, G83",/beijing/en/exhibitor-search.detail.html/danyang-lubaitong-automotive-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-lubaitong-automotive-parts-co-ltd.html#exhibitorheadline
Danyang Lubohengye Auto Parts Co Ltd,,"B2, C128",/beijing/en/exhibitor-search.detail.html/danyang-lubohengye-auto-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-lubohengye-auto-parts-co-ltd.html#exhibitorheadline
DANYANG THAILAND VEHICLE PARTS CO LTD,,"B2, E85",/beijing/en/exhibitor-search.detail.html/danyang-thailand-vehicle-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-thailand-vehicle-parts-co-ltd.html#exhibitorheadline
Danyang Weiman Vehicle Parts Co Ltd,,"B2, B128",/beijing/en/exhibitor-search.detail.html/danyang-weiman-vehicle-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/danyang-weiman-vehicle-parts-co-ltd.html#exhibitorheadline
