company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,supplier_url,exhibitor_url,Certificates,Other Certificates,Booth: 1C-B34   |   Electronic & Remote Control Toys   |   ,Booth: 5E-H02   |   Group Pavilion   |   ,Booth: 5E-F16   |   Group Pavilion   |   ,Booth: 1CON-023   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 1B-D41   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 5E-E07   |   Group Pavilion   |   ,Booth: 1A-D42   |   Educational Toys & Games   |   ,Booth: 3B-B08   |   Multiple Toys Products   |   Green Toy Exhibitors,"Booth: SA-09, 5E-D19   |   Group Pavilion, Group Pavilion   |   ",Booth: 5G-C21   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5E-E23   |   Group Pavilion   |   ,Booth: 5E-C06   |   Group Pavilion   |   ,Booth: 3B-C38   |   Multiple Toys Products   |   Green Toy Exhibitors,Verified Certificates,Booth: 1E-A02   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-D20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1D-B10   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-A20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-E36   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 3D-C20   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 5C-D02   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5C-C02   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 1C-D35   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-G24   |   Group Pavilion   |   ,"Booth: 5G-E16, SA-12   |   Group Pavilion, Group Pavilion   |   Green Toy Exhibitors, Green Toy Exhibitors",Booth: 1D-B20   |   Brand Name Gallery   |   ,Booth: 5G-B22   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1E-E23   |   Brand Name Gallery   |   ,Booth: 1E-E08   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1C-D14   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-E37   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5E-E17   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5CON-022   |   Group Pavilion   |   ,Booth: 1B-C24   |   Educational Toys & Games   |   ,Booth: 3C-E24   |   World of Outdoor & Sporting Goods   |   Green Toy Exhibitors,Booth: 3D-C06   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 1C-C12   |   Electronic & Remote Control Toys   |   Green Toy Exhibitors,Booth: 5E-H08   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1D-D26   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1E-D40   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-E36   |   Brand Name Gallery   |   Cantonese Business Go Global
"Calebou Brains Toys (HK) Co., Limited",Hong Kong,"Calebou Brains Toys is a manufacturer specializing in paper toys.The workshop,equipped with various kinds of automatic machines and facilities,takes up? an area of 6,000 m2.With a high quality staff of technician,strong technologic support, we are making continual innovation to our products and a?smooth product line has been formed from design,mould making to assembling.Our main lines the jigsaw puzzle Series, EVA Intellectual Foam?Pull-back?Series,EVA Intellectual Foam Display Series, EVA Archery Series,500 Framed?Puzzle Series, 300 Framed Puzzle Series, etc. Since the input of our products into the market,they have enjoyed the popularity and well sold in the countries of Southeast Asia,Europe and America,Quality?first,Innovation foremost has?been our marketing principle in order to enhance our competitive strength in the fierce markets.We sincerely welcome clients from the domestic or overseas market to work together with us for our mutual development.",Manufacturer,"Kids Drawing Kit,Kids Craft Kit","Mainly including: 3D puzzles, DIY toys","OEM, ODM, OBM",Calebou,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Calebou-Brains-Toys-HK-Company-Limited/1X08URFC,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005R8IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau Veritas Hong Kong Limited,Hong Kong,,Others,"STEAM Toy,App Controlled Toy Part,Toy Walkie-Talkie,Flocked Toy,Soft Toy,Toy Watch & Clock,Action Figures & Accessories,Handheld Video Game,Green Toy,Toy Quality Testing Service","One of the world’s leading consumer and technology product testing, inspection/audit and certification bodies. We work closely with our clients to achieve safe, quality and sustainable products.","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong International Optical Fair 2019 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bureau-Veritas-HK-Ltd/1X00BZ21,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TWFV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadwell Enterprises Limited,Hong Kong,"Stationery, DIY and Gift sets for girls",Manufacturer,"Musical Box,Kids Craft Kit,Paper & Paper Product","CHILDREN STATIONERY SETS, CRAFTS AND ARTS, GIFTS,CHILDREN MAKE UP SET","ODM, OEM, OBM","PECOWARE,PINK EYELASH,ECO SNOOPERS",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Toys & Games Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Broadwell-Enterprises-Ltd/1X00BDEJ,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S3W9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Cultrure Investment Limited,Hong Kong,,Manufacturer,"Stuffed Toy,Soft Toy",A professional company that produces plush toys,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Legend-Cultrure-Investment-Limited/1S00P7PBE,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VA82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letsolar International (HK) Limited,Hong Kong,,"Exporter, Distributor","Christmas Decoration,Halloween Product,Balloon,Festival Item & Party Favour","Festival Balloon,Decorative balloons","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Letsolar-International-HK-Limited/1X0973ED,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SZ1Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ling Tong Label Printing Co,Hong Kong    |    Factory in Chinese Mainland,"Our company is a professional exporter and importer. We are one of the leading manufacturers of Toys, including Plastic toys, Silicone,plush toys, wooden toys,Rubber toys and other commodities. We have good business records and a good reputation among our customers. Our customers are mainly in European countries, American countries, African countries, Asian countries, the Middle East and also in domestic market.","Department Store, Distributor","STEAM Toy,Baby Toys,Baby Books,Kids Drawing Kit","including Plastic toys, Silicone,plush toys, wooden toys,Rubber toys and other commodities.","ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ling-Tong-Label-Printing-Company/1X0AL60I,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RKAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beste Sports Co., Ltd",Chinese Mainland,,"Manufacturer, Exporter","Trampolines,Sports Goods",toys,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Beste-Sports-Co-Ltd/1S00P7R7O,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V3Z0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gistop Pte. Ltd.,Singapore,,Wholesaler,"Fit Balls,Fitness Equipment,Skateboard,Sports Protective Accessories,Sport Helmet,Electric Bicycle,Scooters,Children Bicycle,Inflatable Toy,Play Tent","As one of the leading manufacturers of sports goods, we would like to introduce our new series of skateboards, scooters, helmets and protectors to you. Our new models with superb design features have distinct advantages over other similar products.","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gistop-Pte-Ltd-/1S00P6BJ4,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SOG0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Soonpam Technology Co., Ltd",Chinese Mainland,"Soonpam group is established in 2011,located in China's electronics hub---Guangdong Province. As time goes on, together with our clients all over the world,we learn and grow up with each other. And now,we are so confident to say: One-stop Consumer electronics purchase, Soonpam is more professional ! At the beginning, Soonpam focus on action camera, kids camera,digital camera, IP camera proudcts, but now we focus on customers' need, we have expanded to a comprehensive catalog. Soonpam group has established 3 factories located in Dongguan and Shenzhen City, also we work with more than 10 mature supplying chain including: Cameras. Home electronics(like IP camera,fascia massage gun.). Kids video & Audio toy products. We are keen on becoming your actual reliable friends , a visible good supplier in china. You can visit our online stores on Global sources and our official company website; You can meet us in Hongkong Global sources exhibition, HK Toys and Games Fair , LAS Vegas CES exhibition, Berlin IFA exhibition, Indonesia International Baby Products& Toy Expo,China (UAE) trade fair, Spielwarenmesse International Toy Fair Nürnberg...etc. So welcome to inquire by email, phone call or face to face talking, we are always here.",Manufacturer,"Magic Toy,Mathematic Toy / Science Kit,Toy Walkie-Talkie,Interactive Tech Toy,Blinking Toy,Battery Operated Toy,Talking Toy,Toy Watch & Clock,Travel Game,Baby Toys","kids camera, kids printer camera, action camera, walkie talkie, digital camera","OEM, ODM","Soonpam,Eyesun Cam",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Soonpam-Technology-Co-Ltd/1S00P2RYF,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VFBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Jiandudu Jiandudu Trading Co., Ltd.",Chinese Mainland,,"Export Agent, Exporter, Wholesaler","Plush Toy,Stuffed Toy",plush toys coin purses AI toys,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Jiandudu-Jiandudu-Trading-Co-Ltd-/1S00P7V12,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VYO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Fanssi Toys Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Dongguan Fanssi Toys Co., Ltd. is the world leading manufacturer of sand toys. We focused on developing colored play sand and other DIY products for toys, school teaching materials, amusement park equipments. We devote to bring joys and wisdom to the children all over the world.The company was founded in 2007 with professional R&D, manufacturing and marketing teams, known as specialist for toys and amusement park DIY products.",Manufacturer,Novelty,"Snow@home, Motion sand, Fitness Clay, Motion Chips","OBM, OEM, ODM","Snow@home,Motion Sand",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Fanssi-Toys-Co-Ltd/1X06ZJGZ,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguan Dolon Cultural Creativity Company Limited,Chinese Mainland,"Good Wealth Toys Manufacturing Company Limited headquarters is based in the trendy hub of material culture, Shipai, Dongguan. It specializes in the development, design, manufacturing, and sales of a diverse range of products, including trendy toys, blind boxes, figurines, artistic craft gifts, electronic products, plastic toys, hardware products, and PU foam toys. The company has long-term partnerships with renowned domestic trendy toy, figurine, and anime brands such as POP MART, 52TOYS, Robotime, TOPTOY, Koitake, Pinyun, and Dream Castle's Ali. Additionally, its products are exported to multiple countries, including the U.S., Europe, Thailand, and Japan. Dongguan Dolon Cultural&Creative Co., Ltd., a subsidiary under Good Wealth Toys, serves as its IP development and brand operation. It is a comprehensive trendy toy company integrating product design, supply chain management, channel development, and brand operations. Its in-house brand, Odi, has established collaborations with major domestic online and offline trendy toy channels and has launched numerous popular original and co-branded IPs, such as GULULU, MAGIRL,TUTULONG, GANA, South Sea Butterfly, Momo, and Miyee.","Importer, Buying Office, Buying Cooperative, Shopping Mall, Service Company, Wholesaler, Exporter, Chain Store, Distributor, Statutory Body, Retailer, Department Store, Export Agent, Import Agent","Licensed Toy,Designer Toy,Hobby & Collector's Items","Dongguan Dolon Cultural & Creative Co., Ltd., a subsidiary under Good Wealth Toys, serves as its IP development and brand operation. It is a comprehensive trendy toy company integrating product design, supply chain management, channel development.","OEM, OBM, ODM","ODISTUDIO,GULULU,FECOCO,TAROOT,ABO,MAGIRL,GANA,Xiao You,Tofu Cat,QiaQia,South China Butterfly,Momo,TUTULONG,Miyee",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Dolon-Cultural-Creativity-Company-Limited/1S00P701X,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TSC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creation Manufactory and Trading Company,Chinese Mainland,,"Department Store, Importer, Distributor, Chain Store, Import Agent","Talking Toy,Dolls,Plush Toy","Our company integrates the design,production and sale of rag dolls/soft dolls. Depending on powerful technical strength, excellent managerial staff and advanced manufacturing equipment, we always strive for innovation to meet customer satisfaction.",OEM,"六月花园,JUNEGARDEN",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 HKTDC Hong Kong Gifts & Premium Fair 2015 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Creation-Manufactory-And-Trading-Company/1X051JB4,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V0JF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cixi Lianjin Toys Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Children's Bicycle,Scooters,Tricycle,Children Bicycle",kids tricycle， kids balance bike， OEM&ODM,"ODM, OEM, OBM","Kiwicool,Jollito",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Houseware Fair 2018 HKTDC Hong Kong Toys & Games Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Lianjin-Toys-Co-Ltd-/1X08C3HA,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V10Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuangxingye Toys Industrial Co., Ltd",Taiwan,,"Manufacturer, Exporter","Dolls,Plush Toy,Stuffed Toy,Soft Toy","PET TOYS,Other Intellective Toys,PET SUITE","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Baby Products Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chuang-Xing-Ye-Toys-Industrial-Co-Ltd-/1X071M8Y,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005U3ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baoding Baigou New City Lichi Culture Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,"Lichi Culture was founded in the early 2000s and has been deeply involved in the field of plush toy manufacturing for nearly 20 years, creating a plush toy brand with a spirit of craftsmanship. Enterprises build modern production bases and integrate traditional manual skills with intelligent production systems, establishing full chain quality control standards from raw material screening to finished product delivery to provide guarantees. The design team is based on the aesthetic genes of the East, injecting product research and development, and launching plush toys that combine healing elements. The enterprise always adheres to the original intention of being a ""warmth transmitter"", spreading happy energy through toy carriers, and guarding the childlike world with soft touch.","Chain Store, Retailer, Service Company, Wholesaler, Department Store, Distributor",Soft Toy,立驰文化公司专注打造高品质毛绒玩具 精选亲肤面料为消费者提供安全放心的触感,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Baoding-Baigou-New-City-Lichi-Culture-Co-Ltd/1S00P7WWG,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VF0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wide Spark Sports Limited,Hong Kong,,Trade/Industrial Organisation,"Children Roller Skating Set,Skateboard,Skateboarding Equipment,Sports Protective Accessories,Sports Goods","Roller Skate, Protective Pads, Skate Board.","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wide-Spark-Sports-Limited/1X0AZEFF,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S3IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ztarx Corporation Limited,Hong Kong,,"Manufacturer, Exporter","Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Kids Drawing Kit,Kids Craft Kit,White Boards","Educational Toys,Writing Board,Sketchpad,Puzzle","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ztarx-Corporation-Limited/1X0AC875,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005ROTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhibang Toys Company,Hong Kong,,"Manufacturer, Exporter","Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Kids Craft Kit","Magnetic toy,Construction toys","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhibang-Toys-Company/1S00P5J1E,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QH9S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yilong Toys Trading Co., Limited",Hong Kong,,"Buying Cooperative, Buying Office","Toy Brick,Board Game,Baby Toys","dinosaur & animal toys,dolls,remote controlled toys,battery operated toys,toys play set,sport games,educational toys,die cast toys","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yilong-Toys-Trading-Co-Limited/1X0972KA,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RWN7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xinyida Co., Limited",Hong Kong,"Xinyida Co., Ltd.,We have many years of experience in toy production,,Our products are environmentally friendly and reliable, won the love of children.","Exporter, Manufacturer","Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Kids Craft Kit,Action & Skill Game","Educational Toys,Letter puzzle,Tactile Perception Activity,Motor Skills Development","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xinyida-Co-Limited/1X0A4UYK,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S3A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinvotech LEDs Limited,Hong Kong,,"Exporter, Manufacturer","Magic Toy,Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Wooden Toys,Kids Drawing Kit,Kids Craft Kit,Action & Skill Game",Educational Toys,"OEM, ODM, OBM, Others",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xinvotech-LEDs-Limited/1X0746RR,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RP9K,,ISO 9000 Issued By - Type - Valid Date (N/A) - (N/A) ISO 9001 Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wonderland International HK Limited,Hong Kong    |    Factory in Chinese Mainland,,"Manufacturer, Exporter, Buying Office, Buying Cooperative","Learning Computer / System,Toy Walkie-Talkie,Blinking Toy,Battery Operated Toy,Kids Drawing Kit,Kids Craft Kit","Electronic toys, pre-school toys, girl playset, boy playset, walkie talkies, toys troch, toys headlamp",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wonderland-International-HK-Limited/1X0ALD6R,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SOBF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisehawk Company Limited,Hong Kong,"the company has nearly 20 employees, the company's purpose is committed to providing customers with interesting products, creating a more interesting and happy life, mainly engaged in building block models, cute plush dolls and other new energy convenient products.","Government, Trade/Industrial Organisation, Statutory Body, Wholesaler, Buying Office, Professional Association, Service Company, Shopping Mall, Others, Buying Cooperative, Manufacturer, Import Agent, Religious Group, Charity / Welfare Organisation, Importer, Department Store, Export Agent, Chain Store, Consulate and Trade Commission, Exporter, Distributor","Toy Brick,STEAM Toy,Interactive Tech Toy,Augmented Reality Game",magnetic blocks Architectural models Gear blocks Plush throw pillows toy model,"Others, ODM, OBM, OEM","Wisehawk,WQT CAR",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wisehawk-Company-Limited/1S00P6198,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S3RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Winway Import and Export Co., Ltd.",Hong Kong,,"Exporter, Distributor","Dolls,Soft Toy",baby set,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Winway-Import-and-Export-Co-Ltd/1S00OIYRT,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SYY8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangrui Industrial & Trade Co., Ltd.",Taiwan,"Guangrui Industry & Trade Co., Ltd.'s products are exported all over the world, especially to the United States and Europe. The company exports about 500 to 800 containers each year, with an annual turnover of about US$5 million. The company has always adhered to the business philosophy of ""technological innovation to open up the market, quality to win the market, and service to win the market"". In line with the company policy of ""quality first, customer first"", we sincerely welcome all interested companies to contact us for future cooperation.","Exporter, Manufacturer","Fit Balls,Playground Equipment,STEAM Toy,Frisbee Disc","In line with the company policy of ""quality first, customer first"", we sincerely welcome all interested companies to contact us for future cooperation.","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangrui-Industrial-Trade-Co-Ltd-/1S00P4KCG,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
