company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,supplier_url,exhibitor_url,Certificates,Other Certificates,Booth: 1C-B34   |   Electronic & Remote Control Toys   |   ,Booth: 5E-H02   |   Group Pavilion   |   ,Booth: 5E-F16   |   Group Pavilion   |   ,Booth: 1CON-023   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 1B-D41   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 5E-E07   |   Group Pavilion   |   ,Booth: 1A-D42   |   Educational Toys & Games   |   ,Booth: 3B-B08   |   Multiple Toys Products   |   Green Toy Exhibitors,"Booth: SA-09, 5E-D19   |   Group Pavilion, Group Pavilion   |   ",Booth: 5G-C21   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5E-E23   |   Group Pavilion   |   ,Booth: 5E-C06   |   Group Pavilion   |   ,Booth: 3B-C38   |   Multiple Toys Products   |   Green Toy Exhibitors,Verified Certificates,Booth: 1E-A02   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-D20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1D-B10   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-A20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-E36   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 3D-C20   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 5C-D02   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5C-C02   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 1C-D35   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-G24   |   Group Pavilion   |   ,"Booth: 5G-E16, SA-12   |   Group Pavilion, Group Pavilion   |   Green Toy Exhibitors, Green Toy Exhibitors",Booth: 1D-B20   |   Brand Name Gallery   |   ,Booth: 5G-B22   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1E-E23   |   Brand Name Gallery   |   ,Booth: 1E-E08   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1C-D14   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-E37   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5E-E17   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5CON-022   |   Group Pavilion   |   ,Booth: 1B-C24   |   Educational Toys & Games   |   ,Booth: 3C-E24   |   World of Outdoor & Sporting Goods   |   Green Toy Exhibitors,Booth: 3D-C06   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 1C-C12   |   Electronic & Remote Control Toys   |   Green Toy Exhibitors,Booth: 5E-H08   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1D-D26   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1E-D40   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-E36   |   Brand Name Gallery   |   Cantonese Business Go Global
"Guangzhou Dinosaw Creative Co., Ltd.",Chinese Mainland,"Born in 2021 under the visionary umbrella of Unicorn Entertainment, DINOSAW CREATIVE CO., LTD. is the dynamic sibling of Guangdong Entire Entertainment. We are not just a company, we are a creative powerhouse dedicated to designing, producing, and distributing cutting-edge anime collectibles and trendy designer toys. With a top-tier design team and a rock-solid supply chain, we turn imagination into reality. From mainland China to the vibrant markets of Asia, our bold, innovative spirit fuels the future of pop culture.","Exporter, Distributor, Export Agent","Licensed Toy,Hobby & Collector's Items,Collectable Figurine,Trading Card",My Little Pony，Bubble's Hotel,OBM,"Bubble’s Hotel寻梦泡泡岛,My Little Pony,RoroJump,The Legend of Hei 2",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGZHOU-DINOSAW-CREATIVE-CO-LTD-/1S00P4GRB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TGPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangzhou Dongxing Giantdragon Stationery and Sporting Goods Co., Ltd",Chinese Mainland,"Our company was established in 1991, specializing in the production of table tennis rackets, tables, and related equipment. We possess professional and automated production lines and our own brand, Julong. Additionally, we offer OEM and ODM services. Our products have obtained ITTF certification, EN14468-1, and other relevant certifications. Furthermore, our factory has passed BSCI, ISO9001, FSC, and other certifications. Our product range includes low-end, mid-range, and high-end models, as well as professional models, catering to the needs of various customer groups. Moreover, we have a professional R&D team that can develop new products and collaborate with customers on new product development. As our own factory, we can ensure the quality of every product, achieving efficiency and high-quality products.","Exporter, Manufacturer",Sports Goods,"Our products are table tennis goods, including table tennis rackets,table tennis tables, table tennis balls and other ping pong accessories, we can support samples if customers like.","ODM, OBM, OEM",巨龙,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Dongxing-Giantdragon-Stationery-and-Sporting-Goods-Co-Ltd/1S00P7RBC,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V4IE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Handan Beike Intelligent Technology Co., Ltd",Chinese Mainland,,Manufacturer,"Skateboard,Skate Bike,Children Bicycle","Children's Scooter, Balance Bike, Bicycle Scooter, Dining Chair","OEM, ODM",Monster Rising,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Handan-Beike-Intelligent-Technology-Co-Ltd/1S00P7R23,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V3CX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taizhou Shenzhou Toys Technology Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Toy Brick,STEAM Toy,Wooden Toys,Baby Toys,Action & Skill Game","We are a wooden toy factory specializing in design, manufacturing, and export. Our range includes puzzles, early-learning, and role-play sets, made from premium wood and eco-friendly paints, compliant with EN71/ASTM standards. Offering OEM/ODM","Others, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Shenzhou-Toys-Technology-Co-Ltd-/1S00ON2Y4,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taixing Kids Toy Inc.,Taiwan,,"Wholesaler, Exporter, Manufacturer","Musical Box,Toy Vehicle,Novelty",TOYS,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taixing-Kids-Toy-Inc-/1S00P6IAO,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VEH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaoxing Mzone Leisure Products Co.,Ltd",Chinese Mainland,,Manufacturer,"Trampolines,Playground Equipment",Trampoline,"OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Mzone-Leisure-Products-Co-Ltd/1S00P55GJ,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V42Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shantou Sanjoyo Technology Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","App Controlled Toy Part,e-Sports,Console Game,Augmented Reality Game",App Link Toys,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Sanjoyo-Technology-Co-Ltd-/1S00OE3Z0,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005T7PQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shantou Jinbida Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"App Controlled Toy Part,Sound Control Toy",Intelligence Robot Toys,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Jinbida-Technology-Co-Ltd/1S00OEIKU,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TGNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong GB Shengyuan Company Limited,Chinese Mainland,,"Exporter, Manufacturer","Dolls,Plush Toy,Stuffed Toy,Soft Toy",We are specialized in producing and exporting plush toys. We warmly welcome customers from domestic and abroad to visit our booth.,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shandong-GB-Shengyuan-Company-Limited/1X09BZBS,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VEXV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Qingdao Unikot Trading Co., Ltd",Chinese Mainland,"We are specialist in plush toys designing and manufacturer in China, Excellent design and Strict Quality control are base of our business.",Manufacturer,Plush Toy,Plush Toys in fashion design,"OEM, ODM",Fanswil,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/QINGDAO-UNIKOT-TRADING-CO-LTD/1X0B2B8V,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V0QU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Yosun Imp. & Exp. Co.,Ltd",Chinese Mainland,"Our company was established in 2007. Our factory is located in NingBo, Close to Ningbo Lishe International Airport and Beilun Harbor, the convenient transportation has brought us more opportunities and competitive advantages in both domestic and foreign markets. Our factory and office both located in Ningbo JiShiGang, we have 5000 square meters factory, 200 square meters showroom. With over 100 highly skilled workers, a strong sourcing team and QC team, we can supply various kinds of classical toy and craft kits. Providing ""quality products, excellent service, competitive prices and prompt delivery"", we are now looking forward to cooperating with more overseas customers.","Buying Cooperative, Buying Office",Licensor,"We have great experience doing in kids industry since 2007, and specialized in DIY Toys & Crafts, Trendy Stationery, and Novelty Gifts.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Yosun-Imp-Exp-Co-Ltd/1X0B2B21,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V05L,,,,,,,,,,,,,,,,"Business license Issued By Market Supervision Administration of Ningbo Haishu District Municipality Valid Date 09 Sep 9999 ISO 9001 Issued By G-Eternal Certification & Inspection (Guangdong) Co., Ltd. Valid Date 09 May 2027 Show More",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Mookids International Trade Co., Ltd.",Chinese Mainland,"Mookids Toy company, based in Ningbo China, has been a wooden toys and paper toys manufacturer and exporter since 2000. We mainly work OEM and serve for customers from the US, Europe, Brazil, Australia etc. Our mainly items are: Wooden toys, including Wooden Puzzle, Wooden block, wooden furniture, Educational toys, Paper Puzzle, Paper toys.","Manufacturer, Exporter","Toy Brick,Mathematic Toy / Science Kit,Board Game,Wooden Toys,Baby Toys,Kids Drawing Kit,Kids Craft Kit,White Boards","Wooden toys, including Wooden Puzzle, Wooden block, wooden furniture, Educational toys, Paper Puzzle, Paper toys",ODM,"Mookids,慕启木玩",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Mookids-International-Trade-Co-Ltd/1S00O5Q8M,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VF1I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Jingcheng Plastic Products Co., Ltd",Chinese Mainland,,"Exporter, Manufacturer","Magic Toy,Toy Brick,STEAM Toy,Interactive Tech Toy,Board Game,Baby Toys,Kids Drawing Kit,Kids Craft Kit,Action & Skill Game,Magic Goods","toy ,diy toy ,plastic toy ,art craft kit ,diy craft kit",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 Hong Kong International Stationery Fair 2019 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 HKTDC Hong Kong International Stationery Fair 2013 HKTDC Hong Kong International Stationery Fair 2012 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Jingcheng-Plastic-Product-Co-Ltd/1X00HHC9,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lingfeng Outdoor Products Co., Ltd.",Taiwan,,"Exporter, Manufacturer","Children's Bicycle,Sports Goods",outdoor sports equipment,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/LINGFENG-OUTDOOR-PRODUCTS-CO-LTD-/1S00P6D1K,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VE64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiri Models, a.s.",Czech Republic,,"Wholesaler, Distributor, Exporter, Manufacturer","Card Game,Stickers,Travel Game,Kids Drawing Kit,Kids Craft Kit,Paper & Paper Product,Action & Skill Game,Licensee","Colouring books, creative activity books and fun books filled with additional items like stickers, stencils, cut-outs or writing implements. Children’s stamps, stickers, memory games and other games, toys and stationery products",OEM,"Peppa Pig,Paw Patrol,Disney,Bing",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 HKTDC Hong Kong Toys & Games Fair 2015 HKTDC Hong Kong Toys & Games Fair 2014,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiri-Models-a-s-/1X0A8SL3,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S4HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jieyang Lihong Toy Industry Co., Ltd",Chinese Mainland,,Manufacturer,"Stuffed Toy,Soft Toy,Plastic Toys,Hobby & Collector's Item",Collect dolls,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jieyang-Lihong-Toy-Industry-Co-LTD/1S00P34VB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V3B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan Professional Football League,Japan,,Others,"Licensed Toy,Hobby & Collector's Items,Collectable Figurine,Model Kit & Accessories",Sports merchandise,OEM,J.league,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Sports and Leisure Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/J-LEAGUE/1S00P4RKL,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VHCJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Hope Zhongding Corp. ( JSL Toys),Chinese Mainland,,Buying Cooperative,"Dolls,Stuffed Toy,Soft Toy",PLUSH TOYS,"ODM, OBM, Others, OEM",JSL TOYS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/High-Hope-Zhongding-Corp-JSL-Toys-/1X0AAOZ1,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V1JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei Haifa Toy Co.LTD,Chinese Mainland,,"Retailer, Exporter, Distributor, Wholesaler, Export Agent","STEAM Toy,Talking Toy,Plush Toy,Stuffed Toy,Soft Toy,Baby Toys",公司经营以设计开发毛绒玩具为主要产品，展览的是公司最具特色最具市场的毛绒玩具。始终坚持讲诚信、重服务、倡创新的经营宗旨，立足市场，求实自强，用真诚感动客户，用真心收获友谊，用真质赢得口碑。,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hebei-Haifa-Toys-Co-Ltd-/1X0A9PCL,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VFI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Handan Beiku Intelligent Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,Electric Bicycle,Children’s ride on car,"OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Handan-Beiku-Intelligent-Technology-Co-Ltd-/1S00P55JA,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V26G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing Crown Industrial Limited,Hong Kong    |    Factory in Chinese Mainland,We started in 1988 base company in Hong Kong but flourished and set up our manufactory facilities in China.,"Importer, Distributor, Import Agent, Consulate and Trade Commission, Mail Order Co., Department Store, Manufacturer, Exporter, Professional Association, Shopping Mall, Government, Wholesaler, Chain Store, Statutory Body, Buying Office, Export Agent, Retailer, Trade/Industrial Organisation, Buying Cooperative, Service Company",Plastic Toys,Animals & figures,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Toys & Games Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/WING-CROWN-IND-L-LTD/1X00BASE,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SIDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well Fun Industrial Limited,Hong Kong,"Well Fun is special produce TPR/PU items, Good quality and on time delivery is our goals. We welcome OEM projects. Our customer are from European, USA, Canada and some Asian countries.","Exporter, Manufacturer","Stuffed Toy,Soft Toy,Plastic Toys,Novelty,Festival Item & Party Favour","Our factory is located in Yiwu, China. .We focus in TPR and plastic toys. Welcome customer OEM and ODM project.","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Well-Fun-Industrial-Ltd/1X0718C0,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SBV4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissi Dolls & Toys HK Ltd,Hong Kong,,"Exporter, Manufacturer","Talking Toy,Dolls,Soft Toy,Plastic Toys","Doll, Doll pram, Doll travel set, Doll accessories",OEM,Lissi,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lissi-Dolls-Toys-HK-Ltd/1X00LYZ7,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SALZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P & C (Brother) Industrial Company Limited,Hong Kong,,"Manufacturer, Exporter","Learning Computer / System,Toy Brick,STEAM Toy,Interactive Tech Toy,Baby Toys",Toys,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/P-C-Brother-Industrial-Company-Limited/1X0AL8HV,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QZEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rubber Plastic Industry Technology Co., Limited",Hong Kong,,"Manufacturer, Exporter","Mathematic Toy / Science Kit,Kids Drawing Kit,White Boards","Educational Toys,Drawing Board,Plastic toy,Wooden Toys,","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rubber-Plastic-Industry-Technology-Co-Limited/1X09YFHA,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QIKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radio Fun International Investment Limited,Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Manufacturer",Battery Operated Toy,"Radio Control toys,Battery operated toys, Friction toys, Electric toys, Plastic toys, R/C Car",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Radio-Fun-International-Investment-Limited/1X00MNRC,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S5PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promotion Industrial (HK) Limited,Hong Kong    |    Factory in Chinese Mainland,,"Buying Cooperative, Distributor, Manufacturer","Mathematic Toy / Science Kit,Board Game",Plastic toys. Games. Education toys .Glow in dark.,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Promotion-Industrial-HK-Limited/1X02FU5D,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S5SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit International Enterprises Limited,Hong Kong,,Exporter,Dolls,Mermaids plastic doll,OEM,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 Summer Sourcing Show for Gifts, Houseware & Toys 2008 Hong Kong Gifts & Premium Fair 2008 Hong Kong Toys & Games Fair 2008 Summer Sourcing Show for Gifts, Houseware & Toys 2007 Summer Sourcing Show for Gifts, Houseware & Toys 2006",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Profit-International-Enterprises-Limited/1X004DW1,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SXTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
