Company Name,Location,Booth,url
"G-Cove Technology Group (Sichuan) Co., Ltd.",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065LE9?fairCode=foodexpopro&locale=en
pyeongchangfarm,"Korea, Republic Of","['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065ET7?fairCode=foodexpopro&locale=en
"Yamani Co., Ltd.",Japan,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065HOJ?fairCode=foodexpopro&locale=en
"Yamaei Food Industries Co., Ltd.",Japan,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065HG7?fairCode=foodexpopro&locale=en
Green Power LLC,Russia,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S006634L?fairCode=foodexpopro&locale=en
"Guangzhou Tianmu Food Co., Ltd.",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065FEF?fairCode=foodexpopro&locale=en
"Guizhou Dingpeng Food Co., Ltd.",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065Q5V?fairCode=foodexpopro&locale=en
"Guizhou Miaozhiling Health Technology Co., Ltd.",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065PXK?fairCode=foodexpopro&locale=en
Guizhou Royal Tea Village Import and Export Trading Co. Ltd.,Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065PNE?fairCode=foodexpopro&locale=en
"hyundaifoodsystem Co., Ltd.","Korea, Republic Of","['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0064X03?fairCode=foodexpopro&locale=en
