,Reference,Subject,Subject_link,Closing Date
285,2489EM22T,Triennial Term Contract for Maintenance of Security and Electronic Systems at Hong Kong-Zhuhai-Macao Bridge Hong Kong Port (HZMB HKP) and Other Airport Engineering Services Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5216.html,10.3.2023
286,EMSSSD0922,"Tender for the Supply of Dual View and Conventional View X-ray Checkers for Various Border Control Points to the Electrical and Mechanical Services Department, the goods to be ready to use within 9 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5218.html,9.3.202312.4.2023
287,2187EM22T,"Triennial Term Contract for Maintenance of Air-conditioning, Electrical, Mechanical and Building Services in Yan Chai Hospital",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5217.html,24.2.2023
288,1177EM22W,Replacement of Tunnel Ventilation System at Aberdeen Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5213.html,17.2.2023
289,1276EM22W,Replacement of Fire Service System at Tate's Cairn Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5210.html,17.2.2023
290,1232EM22W,Replacement of HV & LV Electrical Supply & Distribution Systems and Generator System at the Shing Mun Tunnels,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5209.html,17.2.2023
291,2334EM22W,Supply and Installation of various Electronic Systems to Support Three-Runway System (3RS) at Hong Kong International Airport (HKIA),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5214.html,10.2.2023
292,2491EM22T,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various General Engineering Venues in Kowloon Region and New Territories Region of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5204.html,3.2.2023
293,2490EM22T,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various General Engineering Venues in Hong Kong Region of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5203.html,3.2.2023
294,2213EM22W,Supply and Installation of Audio Visual System for the Auditorium and Multi-function Rooms of the Chinese Medicine Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5215.html,3.2.2023
295,2723EM21W,Replacement of Fire Service System at Shing Mun Tunnels,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5206.html,27.1.2023
296,1107EM22W,Provision of Electric Locks Security System in Stanley Prison for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5207.html,27.1.2023
297,EMSSSD1022,"Tender for the Supply of Decontamination Tender to the Electrical and Mechanical Services Department, the vehicle to be ready to use within 24 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5205.html,26.1.2023
298,2192EM22W,Replacement of Voice Communication Systems of Tsing Sha Control Area,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5211.html,20.1.2023
299,2056EM22W,Replacement of Tunnel Lighting System at Eastern Harbour Crossing,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5201.html,20.1.2023
300,1275EM22W,Replacement of Tunnel Ventilation System at Tseung Kwan O Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5202.html,13.1.2023
301,2251EM22W,Replacement of Chiller Plants and Associated Works at Tai Po Complex,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5208.html,13.1.2023
302,EMSSSD0822,"Tender for the Supply of Large Saloon Cars (Special Duties) to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5198.html,29.12.2022
303,1809EM22W,Replacement of Air Handling Units and Associated Equipment in Block S of Princess Margaret Hospital (Phase 1),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5199.html,23.12.2022
304,1617EM22W,Bulk Replacement of Lifts and Associated Installations at Multi-centre Blocks of Pamela Youde Nethersole Eastern Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5200.html,16.12.2022
305,1607EM21T,"Triennial Term Contract for Maintenance of Air-conditioning and Electrical Installations at Ruttonjee Hospital, Tung Wah Eastern Hospital and Cheshire Home Chung Hom Kok",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5197.html,9.12.2022
306,1830EM21W,Replacement of High Voltage and Low Voltage Power Supply Systems at Tate’s Cairn Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5194.html,2.12.2022
307,EMSSSD1122,Tender for the Supply of Rapid Antigen Test Kits for the Electrical and Mechanical Services Department on a 6-month contract,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5196.html,1.12.2022
308,EMSSSD0722,"Tender for the Supply of Infection Control Ambulances to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 24 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5192.html,30.11.2022
309,1535EM22T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of TK22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5195.html,25.11.2022
310,1856EM22W,Replacement of 3 Sets of Air-cooled Chillers and Associated Accessories on R/F of Chiller Plant at Wu Chung House,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5193.html,25.11.2022
311,2227EM22T,Triennial Term Contract for Maintenance of Mechanical Installations for Hong Kong Port (HKP) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5189.html,18.11.2022
312,Q2546,Provision of Services for Maintenance Services and Data Services (Hong Kong LEAP Model),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_2878.html,18.11.2022
313,EMSSSD0622,"Tender for the Supply and Installation of High Efficiency Particulate Air Filtration System in Patient Compartment for Ambulances to the Electrical and Mechanical Services Department, the goods to be ready to use within 10 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5187.html,3.11.2022
314,EMSD CCSD2022/35,Provision of Service for Management of Departmental Communication and Engagement Functions,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5191.html,1.11.2022
315,EMSSSD0522,"Tender for the Supply and Installation of Hierarchical Storage Management System for the Hong Kong Film Archive, the goods to be ready to use within 28 weeks from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4186.html,27.10.2022
316,1689EM22W,Replacement of 7 Lifts at Macau Ferry Terminal,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5190.html,14.10.2022
317,1557EM22W,Replacement of Traffic Surveillance System in the Tsing Sha Control Area,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4185.html,30.9.2022
318,1615EM22T,Triennial Term Contract for Maintenance of Electrical and Mechanical Equipment and Installations for Health Sector Venues in New Territories West Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4183.html,16.9.2022
319,1527EM22W,Replacement of HV Interconnector Cable at Aberdeen Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4181.html,2.9.2022
320,EMSSSD0322,"Tender for the Supply of Tactical Buses to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 14 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4180.html,1.9.2022
321,EMSD CCSD2022/33,Provision of Telephone Hotline Support Service for the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4184.html,1.9.2022
322,EMSSSD0422,"Tender for the Supply of Professional Client Access Licenses to the Electrical and Mechanical Services Department, the Goods to be ready to use within 4 weeks from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4179.html,18.8.2022
323,1735EM22W,Supply and Installation of Chiller Systems and Associated Equipment in Municipal Venues in the New Territories West,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4182.html,12.8.2022
324,EMSD/GSD-A/5/25/2,Provision of Technical Support Services for the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4178.html,4.8.2022
325,EMSSSD0122,"Tender for the Supply of Armoured Cross Country Vehicles to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 20 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4175.html,4.8.2022
326,1558EM22W,Replacement of Traffic Control and Surveillance System in the Aberdeen Tunnel and Tate’s Cairn Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4174.html,29.7.2022
327,2446EM21W,Revamp of Mechanical Ventilation System for Bayview Garden Bus Terminus,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4171.html,22.7.2022
328,1438EM22T,"36-Month Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Hong Kong Children's Hospital",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4172.html,22.7.2022
329,1339EM22W,Replacement of Chillers and Other Air Conditioning Installations at Hong Kong Science Museum,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4177.html,8.7.2022
330,EMSSSD1421,"Tender for the Supply of Mobile Generator Vehicle to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 16 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4170.html,30.6.2022
331,EMSSSD1221,"Tender for the Supply of Grab Lorry to the Electrical and Mechanical Services Department, the vehicle to be ready to use within 14 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4161.html,16.6.2022
332,2750EM21W,Provision of Wrong-way Traffic Detection Feature for the Existing Automatic Incident Detection (AID) System and Human Intrusion System at Central-Wan Chai Bypass Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4168.html,10.6.2022
333,EMU/T/2022/01,Provision of Property Management Services to the Electrical & Mechanical Services Department Headquarters,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4167.html,10.6.2022
334,EMSSSD1321,"Tender for the Supply of Small Motor Tricycles to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 9 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4160.html,2.6.2022
335,EMSD CCSD2022/20,Provision of Supporting Services for Promotional Activities for the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4169.html,31.5.2022
336,2986EM21T,"Quadrennial Term Contract for Operation and Maintenance of Air-Conditioning Installations for Hong Kong Police Force, Correctional Services Department, Fire Services Department, Independent Commission Against Corruption and Security Bureau in Hong Kong Cluster for the Government ofthe Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4131.html,27.5.2022
337,EMSD CCSD2022/19,Provision of Corporate Publicity Services for the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4162.html,24.5.2022
338,1429EM21T,30-month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (OT22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4138.html,20.5.2022
339,1079EM22T,"Triennial Term Contract for Air-conditioning, Electrical, Mechanical and Building Services Fitting-out, Replacement and Improvement Works at Hong Kong Police Force Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4130.html,13.5.2022
340,1025EM22T,Triennial Term Contract for Maintenance of Digital Red Light Camera System (Phase III and IV) for Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4116.html,13.5.2022
341,1095EM22T,30-month Term Contract for Maintenance and Improvement of Electrical and Mechanical installations for Hospitals and Clinics in New Territories East Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4156.html,13.5.2022
342,1043EM22T,"Triennial Term Contract for Maintenance and Repair of Burglar Alarm and Security Installations at Central Government Offices, Chief Executive's Office and Legislative Council Complex, Tamar",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4143.html,13.5.2022
343,1006EM22T,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various General Engineering Venues for the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4142.html,13.5.2022
344,2700EM21T,Triennial Term Contract for Maintenance of Security and Electronic Systems at Hong Kong Boundary Crossing Facilities at Hong Kong Zhuhai Macao Bridge and other Airport Engineering Services Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4134.html,13.5.2022
345,2301EM21T,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various Judiciary and Justice Venues for the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4089.html,13.5.2022
346,2384EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Live Fire Training Facilities at Fire and Ambulance Services Academy and West Kowloon Rescue Training Centre for the Fire Services Department of the Government of the Hong Kong Special Administrative Region.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4132.html,6.5.2022
347,2760EM21T,Triennial Term Contract for Maintenance and Repair of Mechanical Ventilation Installations for Public Transport Interchanges of Transport Department for the Government of HKSAR.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4137.html,6.5.2022
348,1082EM22T,"Triennial Term Contract for the Maintenance, Repair, Alterations, Additions and Improvement for Broadcast Reception Installation and Satellite Master Antenna Television System for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4141.html,6.5.2022
349,2810EM21T,30-month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Hospital Authority (MT22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4140.html,6.5.2022
350,2802EM21T,"36-Month Term Contract for Maintenance and Improvement of Heating, Ventilation and Air-conditioning Installations for Hospitals and Clinics in New Territories East Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4124.html,6.5.2022
351,1606EM21T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Health Sector Venues in Kowloon East Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4147.html,6.5.2022
352,1081EM22T,"Triennial Term Contract for Maintenance of Heating, Ventilation & Air-conditioning Installations at Municipal Venues in the New Territories West",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4153.html,6.5.2022
353,2668EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Hospital Authority (SA21),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4150.html,6.5.2022
354,2513EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Hospital Authority (TO17),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4149.html,6.5.2022
355,1029EM22T,"Quadrennial Term Contract for Provision of Maintenance, Modification and Installation Works for Area Traffic Control System",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4118.html,6.5.2022
356,2507EM21T,Triennial Term Contract for Maintenance of Mechanical Installations for Hong Kong Boundary Crossing Facilities (HKBCF) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4117.html,6.5.2022
357,1012EM22T,30-month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (KO18),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4120.html,6.5.2022
358,2973EM21T,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Services Installations for Health Services Buildings in Hong Kong Region and Outlying Islands",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4125.html,6.5.2022
359,2799EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of TO21E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_2969.html,6.5.2022
360,1962EM20T,Quadrennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installations at Various Disciplined Services Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4146.html,6.5.2022
361,2661EM21T,"36-Month Term Contract for Maintenance and Improvement of Heating, Ventilation, Air-conditioning and Electrical Installations for Hospitals and Clinics in Kowloon Central Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4145.html,6.5.2022
362,EMSD QSSD/2022/05,"Provision of Renewal Certification Audit Services, 1st Surveillance Audit Services and 2nd Surveillance Audit Services for Integrated Management Systems of Electrical & Mechanical Services Department in 2022 to 2024",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4158.html,5.5.2022
363,2678EM21W,"Replacement of Refractories and Insulation Bricks for Cremator No. 4, No. 5 and No. 6 at Wo Hop Shek Crematorium",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4155.html,29.4.202213.5.2022
364,2823EM21T,"33-Month Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Service Installations for Health Services Buildings in New Territories Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4119.html,29.4.2022
365,2443EM20W,Replacement of Tunnel Ventilation System at Kai Tak Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4128.html,29.4.2022
366,2839EM21T,Five-year Term Contract for Maintenance of Terrestrial Trunked Radio (TETRA) System for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4115.html,29.4.2022
367,2140EM21T,54-Month Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of Hospital Authority (AE22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4110.html,29.4.2022
368,2502EM21T,"Triennial Term Contract for Maintenance of Heating, Ventilation, Air-conditioning and Other Installations for Municipal Venues in New Territories East Areas",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4129.html,29.4.2022
369,1099EM22T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of Hospital Authority (SC22E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4136.html,29.4.2022
370,2683EM21T,36-month Term Contract for Maintenance of SCADA System of Hong Kong Boundary Crossing Facilities (HKBCF) at Hong Kong Zhuhai Macao Bridge.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4102.html,29.4.2022
371,2874EM21T,Triennial Term Contract for Maintenance and Operation of Mobile Closed Circuit Television System for Transport Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4099.html,29.4.2022
372,2157EM21T,Triennial Term Contract for Maintenance and Repair of Vehicle Examination Equipment for Transport Department Vehicle Examination Complex of Transport Department for the Government of HKSAR,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4121.html,29.4.2022
373,EMSSSD1021,"Tender for the Supply of Concealed Object Detection System to the Electrical and Mechanical Services Department, the goods to be ready to use within 3 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4126.html,28.4.2022
374,1711EM21T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works to Health Sector Venues in Kowloon West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4122.html,22.4.2022
375,2139EM21W,"District Cooling System (DCS) at Kai Tak Development (KTD) Phase IIIR – Electrical and Mechanical Installation at Sites 1E2, 1F1 and 1P3 and Modification Works at Northern District Cooling System Plant",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4114.html,22.4.2022
376,2805EM21T,30-Month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Hospital Authority (AE22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4111.html,22.4.2022
377,2859EM21T,Quadrennial Term Contract for Maintenance of Liquefied Petroleum Gas Installations at Various Venues of Security and Vehicle Services Division,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4104.html,22.4.2022
378,2471EM21T,"36-month Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in Health Sector Venues in Hong Kong Region and Outlying Islands",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4113.html,22.4.2022
379,1026EM22T,"Triennial Term Contract for Repairs, Operation and Maintenance to Boilers, Hot Water Installations, Steam Related Equipment and Accessories in Various Health Care Institutions in Hong Kong of the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4112.html,22.4.2022
380,2543EM21T,Triennial Term Contract for Maintenance of Air-Conditioning Installations for Hong Kong Port (HKP) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge and Other Lantau Engineering Services Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4108.html,22.4.2022
381,1098EM22T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (SC22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4103.html,22.4.2022
382,1080EM22W,Replacement of Chiller Plants and Associated Works at Kwai Tsing Theatre and Yuen Long Theatre,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4148.html,22.4.2022
383,1910EM21W,"Replacement of Refractories and Insulation Bricks for Cremators at Fu Shan Crematorium, Diamond Hill Crematorium and Cape Collinson Crematorium",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4144.html,22.4.2022
384,2531EM21T,Biennial Term Contract for Supply & Installation of Solar Photovoltaic (PV) Systems for Schools and Welfare NGOs,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4157.html,22.4.2022
385,2612EM21T,Triennial Term Contract for Maintenance of Fire Service Installations for Hong Kong Boundary Crossing Facilities (HKBCF) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4101.html,22.4.2022
386,EMSD P/5-10/13 (2022),Provision of Services of Temporary Clerks for the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1758.html,21.4.2022
387,1040EM22T,Quadrennial Term Contract for Comprehensive Maintenance of Folding Gates and Roller Shutters at Various Disciplined Services Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4098.html,8.4.2022
388,2522EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of SC22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4097.html,1.4.2022
389,1599EM21T,"36-month Term Contract for Maintenance of Automatic Vehicle Clearance Support System of Cargo Selectivity Centre, Fanling Monitoring Centre, Heung Yuen Wai, Kwai Chung Customs House, Lok Ma Chau, Man Kam To, Sha Tau Kok and Shenzhen Bay Boundary Control Points",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4096.html,1.4.2022
390,1922EM21W,Supply and Installation of Chiller Systems and Associated Equipment in Municipal Venues in the New Territories West,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4100.html,1.4.2022
391,2BDTD22001,"Design, Implementation and Integration of Vehicle Assets and Vehicle Maintenance Jobs Management System",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1752.html,29.3.2022
392,1738EM21T,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Service Installations for Health Services Buildings in Kowloon Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4094.html,25.3.2022
393,2574EM21T,"Quadrennial Term Contract for Maintenance of Security and Electronics Systems at Various Venues of Correctional Services Department, Immigration Department and Custom & Excises Department",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4093.html,25.3.2022
394,2167EM21T,Triennial Term Contract for Provision of Maintenance Services for Mobile X-Ray Vehicle Scanning Systems (MXRVSS) and Palletized Cargo X-Ray Inspection System (PCIS) of Customs & Excise Department (C&ED),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4083.html,25.3.2022
395,EMSSSD1121,"Tender for the Supply of Emergency Medical Assistant Motorcycles to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4090.html,24.3.2022
396,1666EM21A (1661EM21A),Prequalification for Design-Build-Operate Contract for the District Cooling System (DCS) at the Tung Chung New Town Extension (East) (TCNTE(E)),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4073.html,18.3.202219.4.2022
397,2877EM21T,54-Month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (SG22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4091.html,18.3.2022
398,2878EM21T,30-Month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (FT22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4088.html,18.3.2022
399,2332EM21T,Quadrennial Term Contract for Operation and Maintenance of Air-conditioning Installations for various Disciplined Services Departments and Independent Commission Against Corruption in New Territories Region (NEC 3 TSC OPTION A),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4087.html,11.3.2022
400,2039EM21T,"Triennial Term Contract for Repairs, Operation and Maintenance of Boilers, Hot Water Installations, Steam Related Equipment and Accessories in Various Healthcare Venues in the New Territories",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4085.html,4.3.2022
401,2709EM21T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for The Venues of Boundary Crossing Facilities and Transport Services Division",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4084.html,4.3.2022
402,2617EM21W,Replacement of 3 Lifts at Wong Tai Sin Rank and File Married Quarters and 4 Lifts at Wing Ting Road Fire Services Married Quarters for the Fire Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4095.html,4.3.2022
403,EMSSSD0921,"Tender for the Supply of Town Ambulances to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 16 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4075.html,28.2.2022
404,2312EM21W,Replacement of Central Control and Monitoring System at Tseung Kwan O Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4074.html,25.2.2022
405,2679EM21W,Supply and Installation of Data Acquisition Systems of Free-flow Tolling System and Associated Modification Works for Existing E&M Systems Affected by Toll Plaza Modification in Six Tunnels,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4068.html,18.2.20224.3.2022
406,1961EM21W,Replacement of Traffic Control and Surveillance System in the Tsing Ma Control Area,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4065.html,11.2.2022
407,2626EM21T,54-Month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (TK22),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4057.html,11.2.2022
408,2136EM20T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in Kowloon West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4072.html,11.2.2022
