Company Name,Location,Booth,url
DTR Exports,India,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JL0F
"Danken Enterprise Co., Ltd.",Taiwan,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HJG5
Dekokraft Inc.,Philippines,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GB2J
Dicapac Co Ltd,"Korea, Republic Of",['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005L7NW
"Dongguan Biaoyi Craft Gift Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JGPH
"Dongguan Bogao Silicone Products Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IPSZ
"Dongguan City Huaxing Sports Goods Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005LF49
Dongguan Dafeng Hardware Manufacturer Co Ltd.,Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IS3Z
"Dongguan King Need Plastic Products Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IRJO
"Dongguan Kinyi Packaging Technology Co., Ltd",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005I0O0
"Dongguan Meiqi Arts and Crafts Development Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005I4CW
"Dongguan Toyin Acrylic Products Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GYTN
"Dongguan Xiledi Intelligent Technology Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IB81
"Dongguan Xingze Daily Necessities Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JOBF
"Dongguan Xinjifu Plastic Product Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JOOC
"Dongguan Yili Bags Co., Ltd",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005LBAV
"Dongguan Yitai Gifts & Arts Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G0QU
"Dongguan Zhanhong Weaving String Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JAU8
"Ever Jun Eagle International Co., Ltd.",Taiwan,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HJH2
"Fancy Acrylic Co., Ltd.",Taiwan,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HKCG
Freeriders International Corp,Philippines,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J1QT
"Fujian Cimgon Electronic Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005KBI7
"Giant Top Trading Co., Ltd.",Taiwan,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HKBJ
Gooten Innolife Corporation,Taiwan,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HJBK
"Guangdong Huari Lighting Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J7L2
"Guangzhou Xinqicai Printing Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IB2J
"Hebei Ewin Enterprise Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G792
High Hope Aglory Limited,Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005MKXP
"Honor Leather Apparel (Jinan) Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J1WB
"Huimei Environmental Protection Packaging Products Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005KBCP
"Huizhou Hengsheng Craft Products Co., Ltd",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005I2RP
"Huizhou Zhonglifa Industrial Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G95C
"Jiande City Yansheng Electrical Appliance Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005I37C
"Jiangsu Better Toys Imp & Exp Co., Ltd.",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005MGCK
Jinhua Huangsheng Stationery Co Ltd,Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JGKW
Juco Products,India,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JSD5
Kalpana Craft,Nepal,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JBU7
"Kycloth Co., Ltd.","Korea, Republic Of",['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005L0EU
Le Bonheur Industrial Corp.,Taiwan,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HKF7
Life Ideas Company Ltd,Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005L6K6
M.R. Products Corp.,"Korea, Republic Of",['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005H04O
"Max Sim Co., Ltd.",Thailand,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J9CR
"Nanchang Gemfully stationery&gift Co.,LTD",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IPUT
Nanjing Codeal Corporation Limited,Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005ML1C
"Nanjing Tuofo Textile Co., Ltd",Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005K5UD
Nanjing Viveup Co Ltd,Chinese Mainland,['Booth: 3B-A16   |   Taiwan Pavilion   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005K6DR
"Nenoble Lifestyle Products Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JGLT
"Ningbo Ftz Kingsun Industry Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HTGV
"Ningbo Mihoo Health Tech Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HTNA
"Ningbo Top Resources Craft Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JGFB
Ningbo Yinzhou Zhihao Import And Export Limited,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JOF3
Noor Fabrics Pvt Ltd,Pakistan,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JUKI
"Pan'an Rikang Costume Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005KYDZ
"Pen Star Stationery Co., Ltd.",Taiwan,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HJWT
Pioneer Industrial Corp.,Taiwan,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HJQB
Pronoti International Inc.,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005H2TJ
Pujiang Saixin Decor Llc,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005K3Y3
"Qingdao Rainbow Packaging Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005K6FL
"Quanzhou Huangjie Light Industrial Products Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JO40
Quanzhou Union Sports Products Co Ltd,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I2L7
Rotary Hero Inc,Japan,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005L6J9
Sak Siam Industry Ltd Partnership,Thailand,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005IR8L
Saltec International,India,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005K877
"Shaanxi Export Bases Development Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005ML43
"Shanghai Longbai Plastic Toy Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005LB81
"Shanghai Peddy Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005J3A3
"Shenzhen Beoka Technology Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005LO33
"Shenzhen Hali-Power Industrial Co.,Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JJ2B
"Shenzhen Hongyuxin Electronic Technology Co.,Ltd",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I3VC
"Shenzhen Huayaoxing Technology Co., Ltd",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JGBN
"Shenzhen Kanghao Industrial Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I4K8
Shenzhen Xinvo Industrial Company Limited,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I44K
"Shijiazhuang Mayrain I/E Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005G7BW
Sri Lanka Export Development Board,Sri Lanka,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JO9L
The Source Design Collections,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JOAI
Varra Crafts,India,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005H9YX
Vonmaehlen GmbH,Germany,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JW4S
Waltjun Industrial Inc.,Taiwan,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HKH1
Weinspection Co Limited,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005K5W7
"Wenzhou Dinghe Packaging Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005JW7J
"Wenzhou Guohua Pen Ind Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HSTT
"Wenzhou Image Digital Printing Co.,Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HTC7
Wenzhou Tianhao Pen Industrial Co Ltd,Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HSME
"Wenzhou Tianqi Imp. & Exp. Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005K5Y1
"Wuhan Wetopin Trading Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005IAQK
"Wuyi Bellage Import & Export Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HSLH
"Xiamen Cyborwell Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I4TH
"Xiamen Hongju United Technology Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I4SK
"Xiamen Soloart Imp. & Exp. Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I2HJ
"Yangzhou Moncais Sports Products Co., Ltd",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005I3SL
"Ye Ye Enterprise Co., Ltd.",Taiwan,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HJF8
"Yiwu Rynel Garment Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HSZB
"Yiwu Tuos Bags Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HTJM
"Yuyao Bol Precision Industry and Trade Co., Ltd.",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005HTP4
"Zhejiang Xinya Packaging Co.,Ltd",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005MOJR
"Zhejiang Zhetai Craft Manufacturing Co., Ltd",Chinese Mainland,['Booth: GH-D13   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion)'],/event/hkgiftspremiumfair/en/exhibitor/1S005LGPH
Zhongshan Huaxing Lighting Co Ltd,Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005I3X6
"zeai international trade co.,ltd",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005LGNN
Charming Star Enterprises Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J2SM
Digiview Technology Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GCK0
"HT Industrial (HK) Co., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JPZE
Allway Group Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005LF3C
Asia Star Leather Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GB81
Charlie Box Hong Kong Company Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JL1C
Charming Gifts Company Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G0HL
Color Maple Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JW3V
Cuddles Time (HK) Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GZWD
"Dailuen Textile Co., Ltd.",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005I22S
Eagle(SZ) Industrial Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005LOWO
Eco Ideas Industries Limited.,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J198
Ekaly Toys Trading Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005EUYC
Faith Group (H.K.) Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G72N
Gemtech International Company Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005L6HF
"Han Ding Enterprise Co., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J5HG
"Hong Wang Enterprise (Int'l) Co., Ltd.",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005L7MZ
Hung Luen International Industrial Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G3SL
Hyberpack Productions Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G0KC
Indaco Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IX7I
"Jaqi Toys Co., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GS22
"Koome Crafts & Toys Company., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005LLBI
Laltex International Ltd,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JIZL
"Masrui Technology (HK) Co., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GF49
"Meijiang Group (HK) Co., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IM0E
"Ningbo Jaafarson Crafts&Gifts Co., Ltd",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HC59
"Raincare Enterprise (Hong Kong) Co., Ltd.",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005I23P
"Rogen International Co., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HSXH
Souvenir World Global Ltd,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IM5Z
Sun City Outdoor Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G3N0
Supply Chain Partners Industrial Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J7CT
Tagee Design & China Sourcing Co Ltd,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G91O
Tans International Company,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G0FR
Timme Home Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JBYV
"V-Gold Industrial Co., Limited",Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005MOHX
WinThink Technology Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005GF63
unEnding (HK) Limited,Hong Kong,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G6ZX
Amaya Exports Private Limited,India,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IM7T
"Baoying Qili Crystal Arts Co., Ltd.",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J72N
"Chuzhou Greenery Toys Co., Ltd.",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JSZB
"JMTEK Technology (Zhongshan) Co., Ltd.",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005JO8O
Jianhu Coso Imp & Exp Ltd,Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IB4D
Nekupto s.r.o.,Czech Republic,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005G3UF
"New World Home & Deco Co., Ltd.",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005J1VE
"Ningbo Fengbo Paper Products Co., Ltd.",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IRP6
"Ningbo Xiandao Imp & Exp Co., Ltd",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005HTKJ
S L Packaging Pvt. Ltd.,India,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005IUXF
"Tonglu Union Design Products Co., Ltd.",Chinese Mainland,['Booth: 3B-C35   |   Tech Gifts   |   '],/event/hkgiftspremiumfair/en/exhibitor/1S005K63L
